#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_v2        l2_rho_v3        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_v2      linf_rho_v3      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
   348300  3.57148358e+01  9.27332056e-05   1.54478576e-02   4.02811996e-01   4.08150722e-01   2.13537283e-01   3.86358697e+00   4.53760319e-01   5.31144234e+00   4.39229967e+00   4.50782369e+00   1.01342835e+02   2.59036897e-17   1.05190381e-01   1.78696429e+02  -1.06717404e+01   7.14364953e+01
   348400  3.57241975e+01  9.39592076e-05   1.59245233e-02   4.03058311e-01   4.07457023e-01   2.11871959e-01   3.98408255e+00   4.84316771e-01   5.07347184e+00   4.53382740e+00   4.77896170e+00   1.34821774e+02  -3.54707111e-17   1.04523482e-01   1.78696429e+02  -1.06717404e+01   7.14367620e+01
   348500  3.57335981e+01  9.24492329e-05   1.63147575e-02   4.03335678e-01   4.06056636e-01   2.10685441e-01   4.07691784e+00   4.55041722e-01   5.22169787e+00   4.32044936e+00   4.65346537e+00   1.18026390e+02   4.54293651e-17   1.04077148e-01   1.78696429e+02  -1.06717404e+01   7.14369406e+01
   348600  3.57427796e+01  9.22218086e-05   1.60517263e-02   4.04232846e-01   4.05501467e-01   2.11044885e-01   4.00256037e+00   4.47446633e-01   4.75593308e+00   4.92867832e+00   4.38802442e+00   1.23153205e+02   1.14132888e-17   1.04607608e-01   1.78696429e+02  -1.06717404e+01   7.14367284e+01
   348700  3.57521817e+01  9.54751764e-05   1.56120189e-02   4.04917591e-01   4.06017022e-01   2.11287728e-01   3.88261835e+00   4.34028823e-01   4.28570774e+00   4.76890880e+00   4.99081580e+00   1.13906417e+02   5.20311693e-18   1.05208575e-01   1.78696429e+02  -1.06717404e+01   7.14364880e+01
   348800  3.57619312e+01  9.85808269e-05   1.57403949e-02   4.04129496e-01   4.06549640e-01   2.10733155e-01   3.91947217e+00   5.02697433e-01   4.55855405e+00   4.26947268e+00   4.47340382e+00   1.35999762e+02   2.85332219e-17   1.04833700e-01   1.78696429e+02  -1.06717404e+01   7.14366379e+01
   348900  3.57716778e+01  9.64607501e-05   1.61681035e-02   4.02473189e-01   4.06690436e-01   2.11048020e-01   4.03985380e+00   3.93778486e-01   4.29848316e+00   4.61081472e+00   4.61464357e+00   9.42899763e+01  -3.61420811e-17   1.04229083e-01   1.78696429e+02  -1.06717404e+01   7.14368798e+01
   349000  3.57813369e+01  9.63062474e-05   1.61772315e-02   4.01857503e-01   4.07184473e-01   2.11937297e-01   4.04912744e+00   3.94390426e-01   4.29312382e+00   5.09737256e+00   4.55398245e+00   8.96450078e+01   9.43274747e-17   1.04448335e-01   1.78696429e+02  -1.06717404e+01   7.14367921e+01
   349100  3.57908780e+01  9.54578502e-05   1.58058436e-02   4.02809034e-01   4.07956642e-01   2.12275912e-01   3.95736055e+00   4.66780935e-01   5.09876757e+00   4.93530745e+00   4.65285979e+00   1.25008021e+02   4.34152553e-17   1.04884139e-01   1.78696429e+02  -1.06717404e+01   7.14366178e+01
   349200  3.58005512e+01  9.70164294e-05   1.55727693e-02   4.03867682e-01   4.08254297e-01   2.12285735e-01   3.90267103e+00   4.26947485e-01   4.59464476e+00   4.51039005e+00   4.68391949e+00   1.13987293e+02   6.71369927e-18   1.04976623e-01   1.78696429e+02  -1.06717404e+01   7.14365808e+01
   349300  3.58100482e+01  9.45658587e-05   1.57665719e-02   4.03665411e-01   4.08005760e-01   2.12088248e-01   3.94620492e+00   4.00231978e-01   4.94634587e+00   4.83522279e+00   4.40778325e+00   1.13938500e+02  -2.69666921e-17   1.04866586e-01   1.78696429e+02  -1.06717404e+01   7.14366248e+01
   349400  3.58195871e+01  9.47513058e-05   1.62064801e-02   4.02632114e-01   4.07677077e-01   2.11411318e-01   4.04476727e+00   3.92202744e-01   4.40081082e+00   4.49772420e+00   5.33562270e+00   1.06924791e+02   7.24659915e-17   1.04389541e-01   1.78696429e+02  -1.06717404e+01   7.14368156e+01
   349500  3.58290029e+01  9.43168289e-05   1.62148751e-02   4.02261081e-01   4.07810928e-01   2.10995381e-01   4.03544328e+00   3.99141711e-01   4.34678082e+00   5.03476715e+00   5.48435520e+00   9.90493599e+01   8.82851454e-17   1.04166825e-01   1.78696429e+02  -1.06717404e+01   7.14369047e+01
   349600  3.58385074e+01  9.51068071e-05   1.57099518e-02   4.02858198e-01   4.08323979e-01   2.11860177e-01   3.91164947e+00   3.81744776e-01   4.67958553e+00   5.68465652e+00   4.98397832e+00   1.08550556e+02   6.93748925e-17   1.04835117e-01   1.78696429e+02  -1.06717404e+01   7.14366374e+01
   349700  3.58480997e+01  9.49678324e-05   1.55045303e-02   4.02920941e-01   4.08393548e-01   2.12450133e-01   3.86779996e+00   3.70979707e-01   4.54491655e+00   6.44037986e+00   4.72554879e+00   9.33769826e+01   4.65483149e-17   1.05467584e-01   1.78696429e+02  -1.06717404e+01   7.14363844e+01
   349800  3.58574057e+01  9.20118897e-05   1.59748404e-02   4.02314403e-01   4.07759526e-01   2.11102945e-01   3.98544524e+00   3.80628845e-01   4.91749467e+00   6.32285204e+00   4.62901029e+00   1.05484922e+02   5.82972887e-17   1.04817620e-01   1.78696429e+02  -1.06717404e+01   7.14366444e+01
   349900  3.58666488e+01  9.29632380e-05   1.63126288e-02   4.02604242e-01   4.07358113e-01   2.10014063e-01   4.07646738e+00   4.37893619e-01   4.86263373e+00   4.81502989e+00   4.70473451e+00   1.16132464e+02   7.29555321e-17   1.03960281e-01   1.78696429e+02  -1.06717404e+01   7.14369873e+01
   350000  3.58760665e+01  9.56477857e-05   1.58655991e-02   4.03895312e-01   4.07970731e-01   2.11365035e-01   3.96953185e+00   4.92884894e-01   5.65006128e+00   4.77915430e+00   4.94060594e+00   1.08936669e+02  -1.45463484e-16   1.04644663e-01   1.78696429e+02  -1.06717404e+01   7.14367136e+01
   350100  3.58856743e+01  9.64331892e-05   1.54879573e-02   4.04241960e-01   4.08712112e-01   2.12978627e-01   3.87959976e+00   4.72073944e-01   5.42213574e+00   4.75684062e+00   4.34391630e+00   1.27715965e+02  -8.12357612e-17   1.05420567e-01   1.78696429e+02  -1.06717404e+01   7.14364032e+01
   350200  3.58951080e+01  9.30890115e-05   1.58482302e-02   4.02768703e-01   4.08664652e-01   2.12526793e-01   3.97447726e+00   4.45072393e-01   5.09889096e+00   5.32468009e+00   4.75178236e+00   1.23801170e+02   1.41547160e-16   1.04703049e-01   1.78696429e+02  -1.06717404e+01   7.14366902e+01
   350300  3.59044875e+01  9.47399709e-05   1.60302177e-02   4.01223448e-01   4.08712326e-01   2.11850372e-01   4.00584131e+00   3.84856986e-01   4.54721625e+00   4.81826279e+00   4.50420139e+00   1.00297968e+02  -6.48990929e-17   1.04321525e-01   1.78696429e+02  -1.06717404e+01   7.14368428e+01
   350400  3.59139659e+01  9.60897400e-05   1.58280659e-02   4.00812778e-01   4.09321876e-01   2.11931162e-01   3.94356383e+00   5.30988214e-01   5.53031118e+00   5.14778367e+00   4.43327773e+00   1.49904314e+02  -7.11652123e-17   1.04943372e-01   1.78696429e+02  -1.06717404e+01   7.14365941e+01
   350500  3.59236035e+01  9.51055641e-05   1.57859802e-02   4.01220961e-01   4.09295151e-01   2.11304417e-01   3.93019483e+00   4.33950771e-01   5.75158637e+00   5.63383343e+00   4.60806982e+00   1.06279979e+02  -6.12065583e-17   1.05047907e-01   1.78696429e+02  -1.06717404e+01   7.14365523e+01
   350600  3.59328829e+01  9.12800575e-05   1.59054922e-02   4.02323157e-01   4.08336581e-01   2.09941391e-01   3.96041727e+00   4.63153543e-01   4.49043181e+00   4.68618316e+00   4.43288391e+00   1.02801726e+02  -7.67599617e-17   1.04485025e-01   1.78696429e+02  -1.06717404e+01   7.14367774e+01
   350700  3.59419979e+01  9.15952054e-05   1.59053697e-02   4.03757956e-01   4.07728751e-01   2.09444120e-01   3.96853819e+00   3.94758024e-01   4.88181484e+00   4.74131455e+00   4.49992138e+00   9.05389902e+01   2.90926968e-17   1.04478694e-01   1.78696429e+02  -1.06717404e+01   7.14367800e+01
   350800  3.59512868e+01  9.44019187e-05   1.58097890e-02   4.04525297e-01   4.07897308e-01   2.10206553e-01   3.95449953e+00   4.97328381e-01   4.85956779e+00   4.70004753e+00   4.77621975e+00   1.39765010e+02  -1.61128782e-17   1.05036579e-01   1.78696429e+02  -1.06717404e+01   7.14365568e+01
   350900  3.59607765e+01  9.52984120e-05   1.58269474e-02   4.04166921e-01   4.08079636e-01   2.11364256e-01   3.96587630e+00   4.43763318e-01   5.10826595e+00   4.46200834e+00   4.61390298e+00   1.12895069e+02   3.11068066e-17   1.04939648e-01   1.78696429e+02  -1.06717404e+01   7.14365956e+01
   351000  3.59704171e+01  9.68005208e-05   1.58265120e-02   4.03206411e-01   4.07929424e-01   2.12455977e-01   3.97564051e+00   4.85766154e-01   4.90981894e+00   4.70478714e+00   4.06999492e+00   1.31585672e+02   2.12600477e-17   1.04401324e-01   1.78696429e+02  -1.06717404e+01   7.14368109e+01
   351100  3.59801384e+01  9.69181523e-05   1.57063318e-02   4.02119363e-01   4.08066795e-01   2.13022979e-01   3.93519904e+00   4.20157012e-01   4.85961415e+00   5.01365671e+00   5.07162703e+00   1.26541868e+02   4.74434748e-17   1.04650273e-01   1.78696429e+02  -1.06717404e+01   7.14367113e+01
   351200  3.59897241e+01  9.50358457e-05   1.58413157e-02   4.01272351e-01   4.08350650e-01   2.12258902e-01   3.95293311e+00   3.95255979e-01   5.06724644e+00   5.43487188e+00   5.20149095e+00   9.51030347e+01   7.87740714e-17   1.04903785e-01   1.78696429e+02  -1.06717404e+01   7.14366099e+01
   351300  3.59992051e+01  9.50241660e-05   1.59631526e-02   4.01566233e-01   4.08308723e-01   2.10875318e-01   3.97575912e+00   4.26759169e-01   4.55890934e+00   5.86610189e+00   4.61759133e+00   1.18804075e+02  -9.46351860e-17   1.04630093e-01   1.78696429e+02  -1.06717404e+01   7.14367194e+01
   351400  3.60087238e+01  9.54628857e-05   1.57784784e-02   4.02913304e-01   4.08042166e-01   2.09981994e-01   3.93145018e+00   4.89754828e-01   4.42857847e+00   4.84118116e+00   4.81867574e+00   1.30650130e+02   2.55120572e-17   1.04574967e-01   1.78696429e+02  -1.06717404e+01   7.14367414e+01
   351500  3.60182694e+01  9.56329838e-05   1.57266046e-02   4.03861354e-01   4.07605903e-01   2.09306640e-01   3.92306539e+00   5.03698917e-01   5.24978362e+00   4.60592291e+00   4.26638523e+00   1.18380128e+02   5.81853937e-18   1.04747655e-01   1.78696429e+02  -1.06717404e+01   7.14366724e+01
   351600  3.60277836e+01  9.47022136e-05   1.59664215e-02   4.03982031e-01   4.07160870e-01   2.08604774e-01   3.99554375e+00   3.75697190e-01   4.63237537e+00   4.70767327e+00   4.09958359e+00   9.88704194e+01  -2.52882673e-17   1.04569596e-01   1.78696429e+02  -1.06717404e+01   7.14367436e+01
   351700  3.60373237e+01  9.48082280e-05   1.59182965e-02   4.04117109e-01   4.07135658e-01   2.09265789e-01   3.99338238e+00   4.57045220e-01   5.58141562e+00   4.61881333e+00   4.19281107e+00   1.24114169e+02  -6.62138591e-17   1.04541034e-01   1.78696429e+02  -1.06717404e+01   7.14367550e+01
   351800  3.60467576e+01  9.47698651e-05   1.56043148e-02   4.04199425e-01   4.07553623e-01   2.11111992e-01   3.91370544e+00   4.97593827e-01   6.38083876e+00   4.57495286e+00   4.95308967e+00   1.40335119e+02  -2.18195226e-17   1.04867844e-01   1.78696429e+02  -1.06717404e+01   7.14366243e+01
   351900  3.60562956e+01  9.41530305e-05   1.56609377e-02   4.03621351e-01   4.07731236e-01   2.11731881e-01   3.91995582e+00   4.91419525e-01   5.49736302e+00   5.37605421e+00   4.83040122e+00   1.40726919e+02   5.97519235e-17   1.04765925e-01   1.78696429e+02  -1.06717404e+01   7.14366651e+01
   352000  3.60655373e+01  9.11623776e-05   1.59812626e-02   4.02972975e-01   4.07460204e-01   2.10894367e-01   3.99148776e+00   3.56125048e-01   4.60259546e+00   5.25935106e+00   4.56709739e+00   9.49330993e+01  -2.79737470e-17   1.04333134e-01   1.78696429e+02  -1.06717404e+01   7.14368382e+01
   352100  3.60746252e+01  9.10906273e-05   1.59853952e-02   4.03059434e-01   4.07329146e-01   2.10445278e-01   3.98405387e+00   4.59214919e-01   4.82785155e+00   5.40340656e+00   4.34643499e+00   1.02362115e+02  -1.63366682e-17   1.04420988e-01   1.78696429e+02  -1.06717404e+01   7.14368030e+01
   352200  3.60838501e+01  9.37990447e-05   1.57478800e-02   4.03488077e-01   4.07311636e-01   2.10713718e-01   3.92679713e+00   4.55515138e-01   5.16040057e+00   4.19954183e+00   4.15876056e+00   1.06169347e+02   1.35952410e-17   1.04839311e-01   1.78696429e+02  -1.06717404e+01   7.14366357e+01
   352300  3.60933421e+01  9.53137693e-05   1.56655261e-02   4.03457266e-01   4.07051597e-01   2.10624445e-01   3.90933675e+00   4.36776038e-01   5.26714468e+00   4.68267810e+00   4.25967499e+00   9.63897164e+01  -6.93748925e-17   1.04895794e-01   1.78696429e+02  -1.06717404e+01   7.14366131e+01
   352400  3.61028953e+01  9.55441937e-05   1.58788419e-02   4.03136613e-01   4.06826341e-01   2.09593895e-01   3.96694324e+00   3.81562091e-01   4.44952217e+00   4.95960772e+00   4.10969403e+00   1.02151770e+02  -1.64485632e-16   1.04480494e-01   1.78696429e+02  -1.06717404e+01   7.14367792e+01
   352500  3.61123499e+01  9.44308701e-05   1.59954667e-02   4.03322612e-01   4.07118139e-01   2.08719297e-01   4.00194498e+00   4.72716185e-01   5.77540162e+00   4.99021284e+00   4.59732347e+00   1.26832545e+02  -3.71491360e-17   1.04365754e-01   1.78696429e+02  -1.06717404e+01   7.14368251e+01
   352600  3.61218706e+01  9.51613259e-05   1.57471900e-02   4.04047677e-01   4.07623837e-01   2.09001816e-01   3.93653838e+00   4.13487718e-01   5.77484110e+00   5.97496286e+00   4.66531337e+00   1.12374297e+02   2.37776849e-17   1.04795870e-01   1.78696429e+02  -1.06717404e+01   7.14366531e+01
   352700  3.61313450e+01  9.41430296e-05   1.56169744e-02   4.04461697e-01   4.07538909e-01   2.09274254e-01   3.90054378e+00   4.62037680e-01   4.74129511e+00   6.21215374e+00   4.47458013e+00   1.26214208e+02  -1.19727637e-17   1.04882565e-01   1.78696429e+02  -1.06717404e+01   7.14366184e+01
   352800  3.61407826e+01  9.47836556e-05   1.58569776e-02   4.04093008e-01   4.07123511e-01   2.08949652e-01   3.95601654e+00   4.04967581e-01   4.81705307e+00   5.76526180e+00   4.49477320e+00   1.02592968e+02  -4.45342052e-17   1.04441015e-01   1.78696429e+02  -1.06717404e+01   7.14367950e+01
   352900  3.61503483e+01  9.56812357e-05   1.60298300e-02   4.03468663e-01   4.07107991e-01   2.09044759e-01   3.99725319e+00   4.46792149e-01   5.76263291e+00   5.08194237e+00   3.95764392e+00   1.02651649e+02  -6.13184533e-17   1.04194919e-01   1.78696429e+02  -1.06717404e+01   7.14368935e+01
   353000  3.61598568e+01  9.46710826e-05   1.58465839e-02   4.03187834e-01   4.07443584e-01   2.10003572e-01   3.95762440e+00   4.93254722e-01   5.67018201e+00   4.83103539e+00   3.91543229e+00   1.38427870e+02  -6.04232934e-17   1.04505593e-01   1.78696429e+02  -1.06717404e+01   7.14367692e+01
   353100  3.61693026e+01  9.43489953e-05   1.56645347e-02   4.02873544e-01   4.07776492e-01   2.10788968e-01   3.91754619e+00   4.25332440e-01   5.00198691e+00   4.73943022e+00   4.02586400e+00   1.16487381e+02  -7.38506920e-18   1.04907240e-01   1.78696429e+02  -1.06717404e+01   7.14366085e+01
   353200  3.61787434e+01  9.46136232e-05   1.58037073e-02   4.02282667e-01   4.08026966e-01   2.10576312e-01   3.95220523e+00   4.11095341e-01   5.36413713e+00   4.76436532e+00   4.85764283e+00   1.08629046e+02  -1.42554215e-16   1.04873041e-01   1.78696429e+02  -1.06717404e+01   7.14366222e+01
   353300  3.61882643e+01  9.56278914e-05   1.59700129e-02   4.02388234e-01   4.08210977e-01   2.09605880e-01   3.98779475e+00   4.20421615e-01   5.12487467e+00   5.80514176e+00   5.37643529e+00   1.13885976e+02  -1.58890883e-17   1.04569532e-01   1.78696429e+02  -1.06717404e+01   7.14367436e+01
   353400  3.61977712e+01  9.41446389e-05   1.59167720e-02   4.03426252e-01   4.08101796e-01   2.08547445e-01   3.96701819e+00   4.17739142e-01   5.40931791e+00   5.93552442e+00   5.15409593e+00   1.01773712e+02   3.08830166e-17   1.04444396e-01   1.78696429e+02  -1.06717404e+01   7.14367937e+01
   353500  3.62071002e+01  9.28144093e-05   1.58180019e-02   4.04000411e-01   4.07791459e-01   2.08335618e-01   3.93912201e+00   4.43632298e-01   4.92566976e+00   5.63406620e+00   4.53919306e+00   9.90016833e+01   1.07852781e-16   1.04604523e-01   1.78696429e+02  -1.06717404e+01   7.14367296e+01
   353600  3.62162779e+01  9.18035507e-05   1.57781427e-02   4.03536752e-01   4.07785847e-01   2.09007254e-01   3.93212533e+00   3.90527031e-01   4.74798611e+00   6.05604026e+00   5.33678650e+00   9.72021063e+01   1.35169145e-16   1.04845676e-01   1.78696429e+02  -1.06717404e+01   7.14366332e+01
   353700  3.62256120e+01  9.33651857e-05   1.57819784e-02   4.02709987e-01   4.08072791e-01   2.09522694e-01   3.94166308e+00   4.20609047e-01   5.78857303e+00   5.18083926e+00   5.00676953e+00   1.06421798e+02   3.49112362e-17   1.04798436e-01   1.78696429e+02  -1.06717404e+01   7.14366521e+01
   353800  3.62348896e+01  9.27678847e-05   1.58841399e-02   4.02154566e-01   4.08433088e-01   2.09128913e-01   3.97528876e+00   3.80285922e-01   5.54696450e+00   4.68093527e+00   4.24799312e+00   9.93368010e+01  -1.45463484e-17   1.04339722e-01   1.78696429e+02  -1.06717404e+01   7.14368355e+01
   353900  3.62442669e+01  9.51452099e-05   1.59786156e-02   4.02046164e-01   4.08819896e-01   2.08332275e-01   4.00463770e+00   4.84488193e-01   5.18193715e+00   4.41123069e+00   4.75630412e+00   1.35102635e+02   4.86743197e-17   1.04143017e-01   1.78696429e+02  -1.06717404e+01   7.14369142e+01
   354000  3.62538223e+01  9.54715989e-05   1.59033540e-02   4.02376438e-01   4.09080756e-01   2.08198350e-01   3.98072788e+00   3.95520599e-01   5.17005021e+00   4.87009909e+00   4.70124778e+00   9.91963803e+01  -8.68305106e-17   1.04686845e-01   1.78696429e+02  -1.06717404e+01   7.14366967e+01
   354100  3.62632664e+01  9.24864568e-05   1.59005156e-02   4.02787902e-01   4.09051247e-01   2.08351778e-01   3.97308851e+00   4.81711057e-01   5.64823601e+00   4.75605096e+00   5.69452408e+00   1.09560557e+02  -3.35684964e-17   1.04981645e-01   1.78696429e+02  -1.06717404e+01   7.14365788e+01
   354200  3.62725044e+01  9.36149818e-05   1.59964343e-02   4.02978545e-01   4.08753433e-01   2.08427065e-01   3.98994282e+00   4.04046465e-01   5.38643784e+00   5.25594518e+00   5.41933564e+00   1.11885997e+02   9.93627492e-17   1.04591592e-01   1.78696429e+02  -1.06717404e+01   7.14367348e+01
   354300  3.62819419e+01  9.30586663e-05   1.59379987e-02   4.03106725e-01   4.08345027e-01   2.09124102e-01   3.96836290e+00   4.94537530e-01   4.55128856e+00   4.96719094e+00   6.21384455e+00   1.18042304e+02   1.28679236e-17   1.04397670e-01   1.78696429e+02  -1.06717404e+01   7.14368124e+01
   354400  3.62912192e+01  9.35927071e-05   1.58718704e-02   4.03054619e-01   4.07923363e-01   2.09943888e-01   3.95170657e+00   4.51026431e-01   4.60524860e+00   4.71869880e+00   5.62457553e+00   1.12429399e+02  -4.47579951e-17   1.04678111e-01   1.78696429e+02  -1.06717404e+01   7.14367002e+01
   354500  3.63005286e+01  9.30800732e-05   1.60452541e-02   4.02337824e-01   4.07822404e-01   2.09916258e-01   4.00052166e+00   4.82048729e-01   4.76578429e+00   5.08291047e+00   5.30716001e+00   1.18534190e+02  -4.69958949e-17   1.04589327e-01   1.78696429e+02  -1.06717404e+01   7.14367357e+01
   354600  3.63099729e+01  9.58697568e-05   1.61159090e-02   4.01496192e-01   4.08645252e-01   2.09188248e-01   4.02758519e+00   4.82272503e-01   4.38109155e+00   5.39688841e+00   5.01513123e+00   1.14130800e+02  -2.55120572e-17   1.04228216e-01   1.78696429e+02  -1.06717404e+01   7.14368801e+01
   354700  3.63195730e+01  9.62172994e-05   1.57531003e-02   4.01942374e-01   4.09854374e-01   2.08377031e-01   3.95059753e+00   4.26568632e-01   4.63822683e+00   5.62394082e+00   4.99266629e+00   1.19107996e+02  -2.23789976e-18   1.04709045e-01   1.78696429e+02  -1.06717404e+01   7.14366878e+01
   354800  3.63291555e+01  9.56434215e-05   1.56445474e-02   4.03303984e-01   4.09650357e-01   2.06992998e-01   3.91771655e+00   3.75696158e-01   5.11734974e+00   4.60204115e+00   5.21292115e+00   1.02403487e+02   6.44515130e-17   1.05142528e-01   1.78696429e+02  -1.06717404e+01   7.14365144e+01
   354900  3.63387174e+01  9.50115644e-05   1.63433518e-02   4.03569266e-01   4.08034592e-01   2.05254678e-01   4.08528979e+00   4.41974288e-01   5.84699108e+00   4.40800161e+00   4.60986849e+00   1.22392451e+02   2.84213269e-17   1.04010424e-01   1.78696429e+02  -1.06717404e+01   7.14369673e+01
   355000  3.63481413e+01  9.41480684e-05   1.65146757e-02   4.03233211e-01   4.07329294e-01   2.06544046e-01   4.12680829e+00   4.49888842e-01   4.91586805e+00   4.47919214e+00   5.11496491e+00   1.24359443e+02  -3.21698090e-17   1.03535265e-01   1.78696429e+02  -1.06717404e+01   7.14371573e+01
   355100  3.63574475e+01  9.20505740e-05   1.56438468e-02   4.03477694e-01   4.08084435e-01   2.10465403e-01   3.89657410e+00   4.02841343e-01   4.26385372e+00   4.28020552e+00   4.52507017e+00   1.08149336e+02   7.12771073e-17   1.05099216e-01   1.78696429e+02  -1.06717404e+01   7.14365317e+01
   355200  3.63666674e+01  9.28405965e-05   1.54489577e-02   4.03206453e-01   4.08203402e-01   2.11520234e-01   3.84373940e+00   4.22578673e-01   4.54877598e+00   4.61356570e+00   4.33783033e+00   1.02487208e+02   8.59353507e-17   1.05593174e-01   1.78696429e+02  -1.06717404e+01   7.14363342e+01
   355300  3.63760870e+01  9.51333873e-05   1.63708794e-02   4.02261470e-01   4.07079311e-01   2.08750862e-01   4.07137844e+00   4.36581124e-01   4.38703996e+00   4.62847591e+00   4.74229517e+00   1.20402570e+02  -2.17076276e-17   1.03879084e-01   1.78696429e+02  -1.06717404e+01   7.14370198e+01
   355400  3.63856232e+01  9.65017346e-05   1.66361102e-02   4.02297615e-01   4.07046217e-01   2.07308115e-01   4.14608824e+00   4.12623872e-01   4.68442382e+00   5.15949100e+00   5.05254768e+00   1.07599561e+02  -3.46874462e-17   1.03243927e-01   1.78696429e+02  -1.06717404e+01   7.14372739e+01
   355500  3.63950980e+01  9.35847837e-05   1.57206063e-02   4.03642622e-01   4.08691611e-01   2.08772970e-01   3.93064781e+00   3.82382691e-01   4.49799333e+00   4.77603743e+00   4.81131868e+00   1.11920768e+02   1.91340429e-17   1.05016798e-01   1.78696429e+02  -1.06717404e+01   7.14365647e+01
   355600  3.64044995e+01  9.39305537e-05   1.54185485e-02   4.04427419e-01   4.09318157e-01   2.08445451e-01   3.86012326e+00   4.46316948e-01   4.73432153e+00   4.89186219e+00   4.60317821e+00   1.21362897e+02  -4.78910548e-17   1.05633811e-01   1.78696429e+02  -1.06717404e+01   7.14363179e+01
   355700  3.64138511e+01  9.33242734e-05   1.63102663e-02   4.04028059e-01   4.08019164e-01   2.05399154e-01   4.08213977e+00   4.72396514e-01   4.93450810e+00   5.04020155e+00   4.56160885e+00   1.23854637e+02  -2.83094319e-17   1.03956991e-01   1.78696429e+02  -1.06717404e+01   7.14369886e+01
   355800  3.64232385e+01  9.44711346e-05   1.65766446e-02   4.03996342e-01   4.06982746e-01   2.05098763e-01   4.14468717e+00   4.20982649e-01   4.69636586e+00   4.77562904e+00   4.93446168e+00   1.15964754e+02  -2.94353752e-17   1.03391160e-01   1.78696429e+02  -1.06717404e+01   7.14372150e+01
   355900  3.64326167e+01  9.26414299e-05   1.57869203e-02   4.04233053e-01   4.07341889e-01   2.08760038e-01   3.94124369e+00   4.14952340e-01   4.98853538e+00   4.51085616e+00   4.88745369e+00   9.35144306e+01   4.55412600e-17   1.04825877e-01   1.78696429e+02  -1.06717404e+01   7.14366411e+01
   356000  3.64418384e+01  9.19068192e-05   1.55355373e-02   4.03627079e-01   4.07545129e-01   2.10572795e-01   3.87035303e+00   3.86015903e-01   4.88056624e+00   4.35765300e+00   4.65860292e+00   1.06155474e+02   3.13473808e-16   1.05193018e-01   1.78696429e+02  -1.06717404e+01   7.14364942e+01
   356100  3.64511289e+01  9.47059810e-05   1.61747369e-02   4.03132965e-01   4.07060917e-01   2.08403791e-01   4.02505595e+00   4.47642954e-01   5.28550777e+00   4.20622753e+00   4.66032239e+00   1.22094707e+02   7.09973698e-17   1.04061077e-01   1.78696429e+02  -1.06717404e+01   7.14369470e+01
   356200  3.64606183e+01  9.41784092e-05   1.63559027e-02   4.03966616e-01   4.07208781e-01   2.06097486e-01   4.06638701e+00   4.52438568e-01   5.47961497e+00   3.99630164e+00   4.84186919e+00   1.05439787e+02   2.89668150e-17   1.03960792e-01   1.78696429e+02  -1.06717404e+01   7.14369871e+01
   356300  3.64701223e+01  9.62471098e-05   1.59061108e-02   4.04933197e-01   4.08053828e-01   2.06019251e-01   3.95562145e+00   3.47333386e-01   5.11116591e+00   4.02066939e+00   4.65736362e+00   1.05471371e+02  -3.50231312e-17   1.04751060e-01   1.78696429e+02  -1.06717404e+01   7.14366710e+01
   356400  3.64797677e+01  9.62472174e-05   1.58259453e-02   4.04456102e-01   4.08404820e-01   2.06214511e-01   3.95377985e+00   4.21205245e-01   4.90848104e+00   4.68016488e+00   4.92604994e+00   1.05133926e+02  -3.78205059e-17   1.04538737e-01   1.78696429e+02  -1.06717404e+01   7.14367559e+01
   356500  3.64892511e+01  9.33388198e-05   1.60400407e-02   4.03573653e-01   4.08348170e-01   2.06107705e-01   4.01767181e+00   4.27869042e-01   5.36379290e+00   5.14783594e+00   5.14822350e+00   1.09933004e+02   5.12479044e-17   1.04198493e-01   1.78696429e+02  -1.06717404e+01   7.14368920e+01
   356600  3.64985620e+01  9.36824256e-05   1.60288767e-02   4.03495034e-01   4.08172517e-01   2.07165836e-01   4.01627611e+00   4.42032567e-01   5.37661764e+00   5.35853880e+00   4.67154893e+00   1.11215902e+02  -1.63366682e-17   1.04586740e-01   1.78696429e+02  -1.06717404e+01   7.14367367e+01
   356700  3.65080507e+01  9.43215212e-05   1.59387029e-02   4.03746095e-01   4.07435398e-01   2.08961571e-01   3.99504292e+00   4.56937637e-01   4.85001372e+00   5.18556401e+00   4.88841613e+00   9.53230627e+01   6.55704629e-17   1.04693715e-01   1.78696429e+02  -1.06717404e+01   7.14366939e+01
   356800  3.65174172e+01  9.33027488e-05   1.59441223e-02   4.03957901e-01   4.06731514e-01   2.09489350e-01   3.99416479e+00   4.72657057e-01   5.29319984e+00   4.60127700e+00   4.70278381e+00   1.06070699e+02  -8.05643912e-18   1.04295476e-01   1.78696429e+02  -1.06717404e+01   7.14368532e+01
   356900  3.65268823e+01  9.56808537e-05   1.59047338e-02   4.04229714e-01   4.07232431e-01   2.08163913e-01   3.97539565e+00   4.35849372e-01   5.93034131e+00   4.78814326e+00   4.31223656e+00   1.17146184e+02  -2.75261670e-17   1.04390372e-01   1.78696429e+02  -1.06717404e+01   7.14368153e+01
