#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_v2        l2_rho_v3        l2_rho_theta     linf_rho         linf_rho_v1      linf_rho_v2      linf_rho_v3      linf_rho_theta   dsdu_ut          energy_kinetic   entropy          entropy_phys     pressurecompute
    25900  2.94076281e+01  9.77160718e-04   2.78735279e-03   3.11225191e-01   3.10197955e-01   2.30558424e-01   2.67298978e-03   8.60889255e-02   4.14693250e+00   3.99883854e+00   3.64597268e+00   8.52103263e-02  -2.92276702e-16   1.25060772e-01   1.78536441e+02  -1.06637882e+01   7.14143183e+01
    26000  2.95045966e+01  9.68890799e-04   2.82292741e-03   3.12776300e-01   3.11728134e-01   2.28901400e-01   2.72485119e-03   9.12313333e-02   4.33958682e+00   3.81523697e+00   3.61106143e+00   6.82208770e-02   1.00750946e-16   1.25042187e-01   1.78536441e+02  -1.06637876e+01   7.14143257e+01
    26100  2.96019062e+01  9.72869454e-04   2.84145386e-03   3.13644665e-01   3.12646241e-01   2.28858830e-01   3.04796572e-03   9.64360514e-02   3.77983638e+00   3.39629297e+00   3.63540286e+00   5.74846290e-02   3.10760355e-16   1.25050043e-01   1.78536441e+02  -1.06637873e+01   7.14143226e+01
    26200  2.96996787e+01  9.80974062e-04   2.83983911e-03   3.14479889e-01   3.13444020e-01   2.29027465e-01   3.27232150e-03   9.63999848e-02   3.56029045e+00   3.36124446e+00   3.63748870e+00   5.48896051e-02   5.68230722e-16   1.25056095e-01   1.78536441e+02  -1.06637868e+01   7.14143202e+01
    26300  2.97981137e+01  9.79805764e-04   2.89884219e-03   3.16154457e-01   3.14917044e-01   2.27052259e-01   2.36938327e-03   9.63709454e-02   4.83805646e+00   3.77853305e+00   4.84585188e+00   6.18636817e-02   8.63913227e-16   1.25042474e-01   1.78536441e+02  -1.06637867e+01   7.14143256e+01
    26400  2.98953649e+01  9.69945348e-04   2.86640899e-03   3.16739700e-01   3.15243492e-01   2.28118404e-01   2.89747461e-03   9.53197387e-02   5.36230702e+00   4.30550403e+00   4.83660699e+00   6.55698597e-02   8.53003466e-16   1.25065140e-01   1.78536441e+02  -1.06637862e+01   7.14143166e+01
    26500  2.99929194e+01  9.80559497e-04   2.89827436e-03   3.18527330e-01   3.16811515e-01   2.25441251e-01   3.35010481e-03   8.99328640e-02   5.12359615e+00   4.78574625e+00   4.27868696e+00   5.60848206e-02   8.56947764e-16   1.25049879e-01   1.78536441e+02  -1.06637856e+01   7.14143227e+01
    26600  3.00918532e+01  9.95338413e-04   2.94210358e-03   3.18966318e-01   3.17211612e-01   2.26939603e-01   2.41779459e-03   9.90922771e-02   4.38821170e+00   5.11138346e+00   5.25861360e+00   5.06954146e-02   9.94277882e-16   1.25050656e-01   1.78536441e+02  -1.06637855e+01   7.14143224e+01
    26700  3.01909487e+01  9.82150544e-04   2.96327667e-03   3.20599576e-01   3.18872999e-01   2.24881227e-01   2.84862226e-03   1.02993660e-01   4.25105365e+00   5.14255213e+00   5.05533673e+00   4.37740945e-02  -9.04111502e-17   1.25058587e-01   1.78536441e+02  -1.06637850e+01   7.14143192e+01
    26800  3.02889990e+01  9.83468855e-04   3.02504047e-03   3.21122656e-01   3.19393882e-01   2.26023085e-01   3.36248496e-03   1.21097774e-01   4.63184099e+00   4.71690309e+00   3.96231392e+00   5.14167633e-02   5.69000000e-16   1.25036618e-01   1.78536441e+02  -1.06637845e+01   7.14143280e+01
    26900  3.03883222e+01  1.00001627e-03   3.03103390e-03   3.22030299e-01   3.20216994e-01   2.26390834e-01   2.84395738e-03   1.31519785e-01   4.40408993e+00   3.92357637e+00   3.70165342e+00   4.61886455e-02  -1.07272326e-16   1.25052562e-01   1.78536441e+02  -1.06637840e+01   7.14143216e+01
    27000  3.04880382e+01  9.95511808e-04   3.07283768e-03   3.22949498e-01   3.20986304e-01   2.26463574e-01   2.42417328e-03   1.20517787e-01   3.61710704e+00   3.96489864e+00   3.51590803e+00   4.78509704e-02  -4.64696388e-16   1.25051115e-01   1.78536441e+02  -1.06637839e+01   7.14143222e+01
    27100  3.05879451e+01  1.00525736e-03   3.07258179e-03   3.23347188e-01   3.21239496e-01   2.27717137e-01   3.56917527e-03   1.00219338e-01   4.50055035e+00   3.87997923e+00   3.86979380e+00   5.72598011e-02  -3.46566751e-16   1.25041097e-01   1.78536441e+02  -1.06637831e+01   7.14143262e+01
    27200  3.06882267e+01  9.89702303e-04   3.08113561e-03   3.24587384e-01   3.22388093e-01   2.26738990e-01   2.59932220e-03   9.53996159e-02   4.71213396e+00   3.86708397e+00   4.07780151e+00   6.15387040e-02   1.19243691e-15   1.25060443e-01   1.78536441e+02  -1.06637831e+01   7.14143184e+01
    27300  3.07857553e+01  9.65645811e-04   3.09616089e-03   3.24600853e-01   3.22434315e-01   2.28978880e-01   2.55116179e-03   1.01262742e-01   4.38758413e+00   3.67892844e+00   3.85605850e+00   5.31718480e-02  -4.07283769e-16   1.25050674e-01   1.78536441e+02  -1.06637826e+01   7.14143223e+01
    27400  3.08821676e+01  9.65771160e-04   3.11416176e-03   3.25931434e-01   3.23815398e-01   2.27165947e-01   3.34148486e-03   1.20895728e-01   4.00799877e+00   4.14138372e+00   4.05591309e+00   6.20423025e-02   5.25990364e-16   1.25047180e-01   1.78536441e+02  -1.06637822e+01   7.14143237e+01
    27500  3.09795618e+01  9.84765919e-04   3.13271986e-03   3.26032772e-01   3.24051842e-01   2.29006515e-01   2.85672501e-03   1.25066626e-01   4.06175269e+00   4.88023899e+00   4.11492057e+00   7.88614278e-02   8.79380087e-16   1.25056577e-01   1.78536441e+02  -1.06637821e+01   7.14143200e+01
    27600  3.10788281e+01  9.92591425e-04   3.15836951e-03   3.27008847e-01   3.25102682e-01   2.28185342e-01   2.82728030e-03   1.13013230e-01   4.41927656e+00   4.61775102e+00   3.71091898e+00   6.09137380e-02   1.60555408e-15   1.25036918e-01   1.78536441e+02  -1.06637813e+01   7.14143279e+01
    27700  3.11778325e+01  9.90497318e-04   3.18890328e-03   3.27519619e-01   3.25559658e-01   2.28863631e-01   2.96389226e-03   9.07213069e-02   5.01309933e+00   4.02475934e+00   4.14664707e+00   5.61017756e-02   9.41456454e-16   1.25049043e-01   1.78536441e+02  -1.06637812e+01   7.14143230e+01
    27800  3.12762887e+01  9.78070398e-04   3.20387492e-03   3.28263982e-01   3.26153658e-01   2.28994502e-01   3.37450861e-03   1.03981987e-01   4.38778482e+00   4.30086150e+00   4.06631800e+00   5.74923544e-02   9.66464984e-16   1.25049124e-01   1.78536441e+02  -1.06637805e+01   7.14143230e+01
    27900  3.13743876e+01  9.88286422e-04   3.25380570e-03   3.29326416e-01   3.27109324e-01   2.28232577e-01   2.46673540e-03   1.06046436e-01   3.92868773e+00   4.34228464e+00   3.93774515e+00   4.69102143e-02  -4.50541672e-16   1.25040664e-01   1.78536441e+02  -1.06637802e+01   7.14143264e+01
    28000  3.14742030e+01  9.98852049e-04   3.25877124e-03   3.29497233e-01   3.27360046e-01   2.29844664e-01   2.92712288e-03   9.36074334e-02   4.40702491e+00   4.89404198e+00   4.17708459e+00   5.03208576e-02   2.45340601e-15   1.25060224e-01   1.78536441e+02  -1.06637798e+01   7.14143185e+01
    28100  3.15735488e+01  9.90148073e-04   3.30970428e-03   3.30793891e-01   3.28755095e-01   2.28202144e-01   3.31084976e-03   9.39737951e-02   3.84965903e+00   4.99044985e+00   4.21481287e+00   5.76695632e-02   1.57258615e-15   1.25044264e-01   1.78536441e+02  -1.06637793e+01   7.14143249e+01
    28200  3.16723607e+01  9.90377509e-04   3.32956592e-03   3.31012981e-01   3.29059591e-01   2.30215688e-01   2.55870131e-03   1.35153435e-01   4.29197231e+00   4.26540164e+00   4.62815790e+00   4.37689767e-02   1.83222448e-15   1.25051209e-01   1.78536441e+02  -1.06637789e+01   7.14143221e+01
    28300  3.17716474e+01  9.84993698e-04   3.33339525e-03   3.32297596e-01   3.30325493e-01   2.29048803e-01   2.77112194e-03   1.19656329e-01   4.36068591e+00   5.54031536e+00   4.81863747e+00   4.67287099e-02   1.21101148e-15   1.25058003e-01   1.78536441e+02  -1.06637784e+01   7.14143194e+01
    28400  3.18700630e+01  9.89592512e-04   3.37611925e-03   3.32588511e-01   3.30591088e-01   2.30382322e-01   3.34446571e-03   1.41625989e-01   4.13247351e+00   5.38759568e+00   4.18437694e+00   6.25892112e-02   8.98181067e-16   1.25036316e-01   1.78536441e+02  -1.06637778e+01   7.14143281e+01
    28500  3.19684444e+01  9.79626423e-04   3.36800072e-03   3.33502042e-01   3.31437109e-01   2.29808296e-01   2.89616908e-03   1.41828924e-01   4.19800073e+00   4.40866138e+00   4.02181997e+00   6.25045489e-02   9.08797104e-16   1.25050107e-01   1.78536441e+02  -1.06637773e+01   7.14143226e+01
    28600  3.20669554e+01  9.92912729e-04   3.41513431e-03   3.33896800e-01   3.31798419e-01   2.30029493e-01   2.49110953e-03   1.21203588e-01   3.77231786e+00   3.57670969e+00   3.95389914e+00   7.51459500e-02   9.89599272e-16   1.25043201e-01   1.78536441e+02  -1.06637770e+01   7.14143253e+01
    28700  3.21659927e+01  9.76730489e-04   3.44533377e-03   3.33973703e-01   3.31895910e-01   2.30707045e-01   3.53142688e-03   1.24355688e-01   3.58075801e+00   4.37212635e+00   3.62018340e+00   7.02018422e-02   1.35687359e-15   1.25036630e-01   1.78536441e+02  -1.06637763e+01   7.14143280e+01
    28800  3.22619914e+01  9.51627006e-04   3.48059066e-03   3.34799722e-01   3.32782561e-01   2.29404839e-01   2.73021649e-03   1.43275246e-01   4.27443099e+00   4.67209715e+00   4.12708990e+00   6.60528672e-02   2.30860340e-15   1.25054616e-01   1.78536441e+02  -1.06637761e+01   7.14143208e+01
    28900  3.23577149e+01  9.58383680e-04   3.52612779e-03   3.34902385e-01   3.32879862e-01   2.30282240e-01   2.66828729e-03   1.24464912e-01   4.40539056e+00   4.58497844e+00   4.38492439e+00   5.82995361e-02   7.60801996e-16   1.25041372e-01   1.78536441e+02  -1.06637756e+01   7.14143261e+01
    29000  3.24518544e+01  9.30647234e-04   3.55285950e-03   3.36091335e-01   3.33845737e-01   2.28249601e-01   3.15062845e-03   9.54914986e-02   4.32741596e+00   4.21538567e+00   4.31602184e+00   6.37316882e-02   1.50675693e-15   1.25050014e-01   1.78536441e+02  -1.06637752e+01   7.14143226e+01
    29100  3.25449992e+01  9.34274617e-04   3.58924007e-03   3.36509051e-01   3.34073380e-01   2.28635085e-01   3.09906088e-03   9.95920963e-02   5.22170115e+00   4.08888327e+00   3.91717751e+00   6.33500947e-02   1.74403724e-15   1.25044917e-01   1.78536441e+02  -1.06637748e+01   7.14143247e+01
    29200  3.26379773e+01  9.29358937e-04   3.60133576e-03   3.37507608e-01   3.35013501e-01   2.27180701e-01   2.90938387e-03   9.77175482e-02   5.74121561e+00   4.08754246e+00   3.78455633e+00   4.50502876e-02   2.47610583e-15   1.25036302e-01   1.78536441e+02  -1.06637741e+01   7.14143281e+01
    29300  3.27320273e+01  9.56860832e-04   3.62012044e-03   3.38153113e-01   3.35820063e-01   2.26387093e-01   2.63347995e-03   9.98366661e-02   5.55806070e+00   4.49464489e+00   4.10006751e+00   5.65924316e-02   2.13009156e-15   1.25052162e-01   1.78536441e+02  -1.06637740e+01   7.14143218e+01
    29400  3.28294130e+01  9.76368552e-04   3.63849751e-03   3.38436566e-01   3.36411322e-01   2.26516814e-01   3.53709664e-03   1.01603225e-01   4.59250175e+00   4.71244221e+00   4.30431543e+00   8.05214861e-02   1.67962769e-15   1.25033475e-01   1.78536441e+02  -1.06637731e+01   7.14143292e+01
    29500  3.29270325e+01  9.74579542e-04   3.64621691e-03   3.39512406e-01   3.37697776e-01   2.24845915e-01   2.59500447e-03   1.35867194e-01   4.08142568e+00   4.43350525e+00   4.36512918e+00   7.34452625e-02   2.90307350e-15   1.25050298e-01   1.78536441e+02  -1.06637726e+01   7.14143225e+01
    29600  3.30240630e+01  9.69301807e-04   3.67633008e-03   3.39607448e-01   3.37842296e-01   2.26179129e-01   2.69066877e-03   1.37745969e-01   3.75051926e+00   4.69473939e+00   4.03397580e+00   5.37955440e-02   3.31360222e-15   1.25048403e-01   1.78536441e+02  -1.06637721e+01   7.14143233e+01
    29700  3.31214836e+01  9.78315591e-04   3.71294417e-03   3.40545784e-01   3.38672768e-01   2.24899432e-01   3.44066512e-03   1.10083120e-01   3.65091728e+00   5.38200239e+00   4.48864011e+00   5.78189983e-02   3.81180067e-15   1.25034314e-01   1.78536441e+02  -1.06637712e+01   7.14143289e+01
    29800  3.32179438e+01  9.54004946e-04   3.73902250e-03   3.40744284e-01   3.38768810e-01   2.26130445e-01   2.76970638e-03   1.07463128e-01   3.82027699e+00   5.43812456e+00   4.22248961e+00   5.19023677e-02   2.09357620e-15   1.25049300e-01   1.78536441e+02  -1.06637707e+01   7.14143229e+01
    29900  3.33134664e+01  9.61359921e-04   3.77385537e-03   3.41426980e-01   3.39281719e-01   2.25899156e-01   2.95558956e-03   1.20690772e-01   3.80528632e+00   4.65723725e+00   4.01149130e+00   6.28206468e-02   1.86149900e-15   1.25032377e-01   1.78536441e+02  -1.06637697e+01   7.14143297e+01
    30000  3.34104048e+01  9.80020691e-04   3.80903632e-03   3.41870084e-01   3.39618477e-01   2.26387147e-01   3.07751815e-03   1.17602251e-01   3.64174442e+00   4.73043401e+00   4.05775523e+00   6.04743205e-02   1.69251834e-15   1.25040110e-01   1.78536441e+02  -1.06637693e+01   7.14143266e+01
    30100  3.35079810e+01  9.71132143e-04   3.82698729e-03   3.42275741e-01   3.39906538e-01   2.27286230e-01   3.26606242e-03   1.14669238e-01   4.15146260e+00   4.89113882e+00   3.83027379e+00   6.57760707e-02   2.77991908e-15   1.25042944e-01   1.78536441e+02  -1.06637685e+01   7.14143254e+01
    30200  3.36054501e+01  9.75857526e-04   3.86848444e-03   3.43187808e-01   3.40662931e-01   2.26637277e-01   2.63033831e-03   1.14900676e-01   3.96014708e+00   4.45893543e+00   3.80487396e+00   7.00284646e-02   3.20963779e-15   1.25034439e-01   1.78536441e+02  -1.06637677e+01   7.14143288e+01
    30300  3.37033586e+01  9.85453597e-04   3.90897771e-03   3.43257338e-01   3.40612339e-01   2.28288592e-01   3.00959940e-03   1.11016286e-01   4.13356247e+00   4.39822815e+00   4.26976929e+00   6.28487674e-02   3.12911536e-15   1.25048622e-01   1.78536441e+02  -1.06637672e+01   7.14143232e+01
    30400  3.38017600e+01  9.85437341e-04   3.96110667e-03   3.44132347e-01   3.41318603e-01   2.27422960e-01   3.28765718e-03   1.11011952e-01   4.08774928e+00   4.18061107e+00   4.13288648e+00   7.29276515e-02   2.12045307e-15   1.25038968e-01   1.78536441e+02  -1.06637663e+01   7.14143270e+01
    30500  3.38997801e+01  9.72340938e-04   4.00745489e-03   3.44347599e-01   3.41565871e-01   2.28447461e-01   2.70990712e-03   1.19730666e-01   4.54790138e+00   4.46998424e+00   4.00886368e+00   6.08942728e-02   2.09652044e-15   1.25036514e-01   1.78536441e+02  -1.06637656e+01   7.14143280e+01
    30600  3.39958148e+01  9.49716522e-04   4.03286800e-03   3.45182722e-01   3.42320065e-01   2.27848120e-01   2.99937143e-03   1.27944247e-01   4.21981609e+00   4.36556110e+00   4.64216504e+00   6.96084160e-02   3.18951068e-15   1.25045830e-01   1.78536441e+02  -1.06637650e+01   7.14143243e+01
    30700  3.40902956e+01  9.39841864e-04   4.07086637e-03   3.45729922e-01   3.42906873e-01   2.28006681e-01   3.29124241e-03   1.36176295e-01   4.21925873e+00   3.94066033e+00   4.26896420e+00   6.18167153e-02   3.45668794e-15   1.25029654e-01   1.78536441e+02  -1.06637644e+01   7.14143308e+01
    30800  3.41847241e+01  9.55500020e-04   4.07264430e-03   3.46346434e-01   3.43638400e-01   2.28367318e-01   3.01274063e-03   1.65779110e-01   4.50372113e+00   3.97892508e+00   3.65428350e+00   7.38606318e-02   2.22654941e-15   1.25042567e-01   1.78536441e+02  -1.06637636e+01   7.14143256e+01
    30900  3.42818594e+01  9.86865452e-04   4.10086281e-03   3.47186369e-01   3.44617230e-01   2.27716376e-01   2.64630869e-03   1.50035407e-01   4.61106659e+00   4.04073515e+00   3.95795353e+00   6.57858668e-02   2.95745446e-15   1.25039424e-01   1.78536441e+02  -1.06637631e+01   7.14143268e+01
    31000  3.43802780e+01  9.85067527e-04   4.13924774e-03   3.47327654e-01   3.44916166e-01   2.28797248e-01   3.41622600e-03   1.21427247e-01   4.66682069e+00   5.11674771e+00   4.63702712e+00   5.76514050e-02   1.75898921e-15   1.25031019e-01   1.78536441e+02  -1.06637626e+01   7.14143302e+01
    31100  3.44795439e+01  9.92532751e-04   4.14861057e-03   3.48267661e-01   3.45690213e-01   2.28061679e-01   2.91945701e-03   1.18172100e-01   3.90953397e+00   5.27201213e+00   4.70833929e+00   6.61020387e-02   2.56382888e-15   1.25046868e-01   1.78536441e+02  -1.06637621e+01   7.14143239e+01
    31200  3.45767419e+01  9.55976698e-04   4.18855895e-03   3.48557530e-01   3.45965249e-01   2.28865527e-01   2.72776542e-03   1.18247940e-01   4.48974448e+00   4.86369737e+00   4.78365450e+00   6.47511953e-02   2.57142025e-15   1.25033396e-01   1.78536441e+02  -1.06637614e+01   7.14143293e+01
    31300  3.46719444e+01  9.53753489e-04   4.21548957e-03   3.49330817e-01   3.46477614e-01   2.28503859e-01   3.29518030e-03   1.57126581e-01   4.83376284e+00   5.06854070e+00   4.52333322e+00   6.31923099e-02   2.70639008e-15   1.25038505e-01   1.78536441e+02  -1.06637608e+01   7.14143272e+01
    31400  3.47685346e+01  9.71924207e-04   4.24321658e-03   3.49856997e-01   3.46894170e-01   2.28819039e-01   3.01065994e-03   1.72112491e-01   4.39299206e+00   5.04814121e+00   3.97348548e+00   5.70454077e-02   2.37372629e-15   1.25042950e-01   1.78536441e+02  -1.06637602e+01   7.14143254e+01
    31500  3.48646835e+01  9.54716122e-04   4.26232586e-03   3.50517085e-01   3.47459005e-01   2.28884814e-01   2.99255319e-03   1.38897862e-01   3.77401497e+00   4.73899598e+00   4.50838215e+00   5.61255977e-02   2.21665370e-15   1.25031582e-01   1.78536441e+02  -1.06637592e+01   7.14143300e+01
    31600  3.49604933e+01  9.66605788e-04   4.30470969e-03   3.51254263e-01   3.48309938e-01   2.28327689e-01   2.76113846e-03   1.25806867e-01   4.19649622e+00   4.26968456e+00   5.13653497e+00   4.92401329e-02   2.43205854e-15   1.25049731e-01   1.78536441e+02  -1.06637590e+01   7.14143227e+01
    31700  3.50578964e+01  9.69196576e-04   4.36371502e-03   3.51385820e-01   3.48925734e-01   2.28958798e-01   3.42680099e-03   1.32752447e-01   4.24179686e+00   4.21587725e+00   5.01021268e+00   5.35396375e-02   2.16427285e-15   1.25032905e-01   1.78536441e+02  -1.06637585e+01   7.14143295e+01
    31800  3.51540833e+01  9.58092334e-04   4.38033727e-03   3.52132893e-01   3.50032584e-01   2.28162366e-01   2.77638262e-03   1.36397281e-01   4.01638964e+00   4.71089476e+00   3.84243282e+00   5.99798159e-02   2.51755331e-15   1.25039456e-01   1.78536441e+02  -1.06637578e+01   7.14143268e+01
    31900  3.52502364e+01  9.65058064e-04   4.40639107e-03   3.52297312e-01   3.50719480e-01   2.28902136e-01   2.71796573e-03   1.37997607e-01   4.77449667e+00   4.84882958e+00   3.95359972e+00   6.56443839e-02   1.59172369e-15   1.25046388e-01   1.78536441e+02  -1.06637574e+01   7.14143241e+01
    32000  3.53469406e+01  9.73124637e-04   4.44002695e-03   3.52968183e-01   3.51638860e-01   2.28360339e-01   3.51942865e-03   1.38882672e-01   4.96574621e+00   4.58396366e+00   4.36313534e+00   7.34009193e-02   1.72618999e-15   1.25026945e-01   1.78536441e+02  -1.06637567e+01   7.14143318e+01
    32100  3.54438383e+01  9.66407986e-04   4.44127230e-03   3.53401698e-01   3.52477330e-01   2.28493855e-01   2.74850083e-03   1.33850054e-01   4.68313312e+00   4.38947706e+00   4.08152351e+00   7.38136510e-02   1.37493764e-15   1.25046154e-01   1.78536441e+02  -1.06637562e+01   7.14143242e+01
    32200  3.55406115e+01  9.71493805e-04   4.45711389e-03   3.53990579e-01   3.53266601e-01   2.28172082e-01   3.02104885e-03   1.25347369e-01   4.30483480e+00   4.36076164e+00   4.90759611e+00   6.04504147e-02   2.47613817e-15   1.25033213e-01   1.78536441e+02  -1.06637554e+01   7.14143293e+01
    32300  3.56374072e+01  9.62991238e-04   4.49189452e-03   3.54589040e-01   3.54027736e-01   2.27410314e-01   3.17049365e-03   1.10002832e-01   4.61166375e+00   4.22903467e+00   4.60792824e+00   5.64767813e-02   2.05716487e-15   1.25035223e-01   1.78536441e+02  -1.06637551e+01   7.14143285e+01
    32400  3.57335336e+01  9.54143788e-04   4.50291348e-03   3.54796669e-01   3.54405609e-01   2.27656023e-01   3.14297833e-03   1.21747972e-01   4.68073361e+00   3.93423224e+00   4.50300092e+00   5.49640977e-02   2.41554704e-15   1.25045869e-01   1.78536441e+02  -1.06637547e+01   7.14143243e+01
    32500  3.58283238e+01  9.46891967e-04   4.51710255e-03   3.55555679e-01   3.54875765e-01   2.26476969e-01   2.83227218e-03   1.20171908e-01   4.77459815e+00   4.04846608e+00   4.94015860e+00   5.85106906e-02   1.90990408e-15   1.25028575e-01   1.78536441e+02  -1.06637539e+01   7.14143312e+01
    32600  3.59237543e+01  9.60645779e-04   4.52753893e-03   3.55822974e-01   3.54829448e-01   2.26788727e-01   2.95969898e-03   1.21905520e-01   5.02027271e+00   4.12551332e+00   4.47261457e+00   6.38714116e-02   2.50121664e-15   1.25045235e-01   1.78536441e+02  -1.06637537e+01   7.14143245e+01
    32700  3.60210359e+01  9.85782848e-04   4.52943695e-03   3.56543925e-01   3.55010873e-01   2.26051559e-01   3.36238642e-03   1.22796890e-01   4.38833377e+00   4.30861426e+00   4.51195113e+00   6.52269786e-02   2.23318181e-15   1.25037526e-01   1.78536441e+02  -1.06637532e+01   7.14143276e+01
    32800  3.61184407e+01  9.69779522e-04   4.52645684e-03   3.56891532e-01   3.55267031e-01   2.25976981e-01   2.73895703e-03   1.41295269e-01   4.65133507e+00   4.46912703e+00   4.36890384e+00   6.42997432e-02   2.52830921e-15   1.25033347e-01   1.78536441e+02  -1.06637526e+01   7.14143293e+01
    32900  3.62152038e+01  9.67204630e-04   4.54193232e-03   3.57243701e-01   3.55566755e-01   2.25800443e-01   3.04649883e-03   1.36636679e-01   4.14165623e+00   4.81810453e+00   4.81668999e+00   7.24009575e-02   2.11264730e-15   1.25044511e-01   1.78536441e+02  -1.06637521e+01   7.14143248e+01
    33000  3.63118319e+01  9.67459429e-04   4.59729550e-03   3.57610101e-01   3.55895869e-01   2.25458726e-01   3.34214503e-03   1.18327473e-01   5.18871440e+00   4.68294945e+00   4.60935062e+00   7.35105581e-02   2.15609053e-15   1.25024042e-01   1.78536441e+02  -1.06637513e+01   7.14143330e+01
    33100  3.64074267e+01  9.40329673e-04   4.62554767e-03   3.57818257e-01   3.56113888e-01   2.26200964e-01   3.02983252e-03   1.77592996e-01   5.22522930e+00   4.06885427e+00   4.51491649e+00   7.15809638e-02   1.31881880e-15   1.25040076e-01   1.78536441e+02  -1.06637504e+01   7.14143266e+01
    33200  3.65001154e+01  9.13028165e-04   4.67511382e-03   3.58423651e-01   3.56661920e-01   2.26013786e-01   2.82487064e-03   1.45973894e-01   4.77059741e+00   4.20171469e+00   4.35345257e+00   6.83820974e-02   2.81943200e-15   1.25038439e-01   1.78536441e+02  -1.06637494e+01   7.14143272e+01
    33300  3.65906353e+01  9.04779216e-04   4.74265760e-03   3.58597357e-01   3.57000368e-01   2.26907740e-01   3.24167774e-03   1.75791345e-01   4.24371444e+00   4.21646502e+00   4.28633147e+00   5.40740110e-02   2.97783334e-15   1.25033132e-01   1.78536441e+02  -1.06637488e+01   7.14143294e+01
    33400  3.66824359e+01  9.35875824e-04   4.77047167e-03   3.59080018e-01   3.57501224e-01   2.27309632e-01   3.24340047e-03   1.84785144e-01   4.75642791e+00   4.36175461e+00   4.55795645e+00   5.43648763e-02   2.21759082e-15   1.25041839e-01   1.78536441e+02  -1.06637480e+01   7.14143259e+01
    33500  3.67775576e+01  9.61707558e-04   4.80031590e-03   3.59298559e-01   3.58090546e-01   2.27719494e-01   2.78506218e-03   2.01609538e-01   4.97350077e+00   4.73248119e+00   4.58328929e+00   7.07963687e-02   1.92544699e-15   1.25027285e-01   1.78536441e+02  -1.06637467e+01   7.14143317e+01
    33600  3.68746716e+01  9.69900793e-04   4.84187110e-03   3.59216003e-01   3.58574216e-01   2.28434085e-01   3.20078688e-03   1.78538156e-01   4.56781363e+00   4.65752831e+00   4.28022766e+00   7.09849557e-02   2.22496190e-15   1.25042380e-01   1.78536441e+02  -1.06637461e+01   7.14143257e+01
    33700  3.69712099e+01  9.65212065e-04   4.87919391e-03   3.59353663e-01   3.59239453e-01   2.28282496e-01   3.19753369e-03   2.01790226e-01   4.60535392e+00   4.20435281e+00   3.91863218e+00   6.85871069e-02   3.09999469e-15   1.25036087e-01   1.78536441e+02  -1.06637453e+01   7.14143282e+01
    33800  3.70691881e+01  9.90369237e-04   4.89016315e-03   3.59386493e-01   3.59698400e-01   2.28801624e-01   2.99110968e-03   1.68836801e-01   4.42566065e+00   4.13671268e+00   3.84308300e+00   6.30363622e-02   2.83364965e-15   1.25032544e-01   1.78536441e+02  -1.06637446e+01   7.14143296e+01
    33900  3.71679790e+01  9.83339846e-04   4.88598713e-03   3.59931905e-01   3.60271715e-01   2.28271907e-01   2.87761746e-03   1.57341978e-01   4.44652103e+00   4.41724341e+00   3.90083858e+00   6.17725364e-02   1.59206986e-15   1.25047437e-01   1.78536441e+02  -1.06637441e+01   7.14143236e+01
    34000  3.72666169e+01  9.90212054e-04   4.91810740e-03   3.60149743e-01   3.60692586e-01   2.28149657e-01   3.34271966e-03   1.46504292e-01   4.09783936e+00   4.42209409e+00   3.95769583e+00   5.75004912e-02   2.32312702e-15   1.25027889e-01   1.78536441e+02  -1.06637437e+01   7.14143315e+01
    34100  3.73644407e+01  9.61766680e-04   4.92428558e-03   3.60647368e-01   3.61403951e-01   2.27381109e-01   3.01905842e-03   1.53047173e-01   4.16734998e+00   4.14664256e+00   4.22803166e+00   6.18034035e-02   1.38208493e-15   1.25036757e-01   1.78536441e+02  -1.06637428e+01   7.14143279e+01
    34200  3.74593253e+01  9.39720347e-04   4.95206114e-03   3.60846970e-01   3.62134866e-01   2.27005483e-01   2.76595776e-03   1.24578274e-01   4.28199865e+00   4.48702304e+00   4.85184698e+00   6.83171525e-02   3.38550874e-15   1.25034038e-01   1.78536441e+02  -1.06637421e+01   7.14143290e+01
    34300  3.75529414e+01  9.31867228e-04   4.99201647e-03   3.60985802e-01   3.62659209e-01   2.27100662e-01   3.54397126e-03   1.78895108e-01   4.26305289e+00   4.33013300e+00   4.83559763e+00   6.55636055e-02   3.53824015e-15   1.25020973e-01   1.78536441e+02  -1.06637415e+01   7.14143342e+01
    34400  3.76455379e+01  9.20063442e-04   5.00814803e-03   3.61281377e-01   3.63241229e-01   2.27213353e-01   2.92519140e-03   1.72003471e-01   4.74870458e+00   4.12135302e+00   4.44039948e+00   5.82221327e-02   1.53523420e-15   1.25040350e-01   1.78536441e+02  -1.06637407e+01   7.14143265e+01
    34500  3.77378261e+01  9.30249009e-04   5.05598276e-03   3.61466058e-01   3.63692191e-01   2.27624362e-01   2.97859391e-03   1.52446613e-01   4.73942012e+00   4.00897637e+00   4.47194885e+00   6.56909489e-02   3.19229407e-15   1.25025374e-01   1.78536441e+02  -1.06637397e+01   7.14143325e+01
