#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
   761400  3.75323959e+01  4.11526127e-05   8.90692295e-03   8.90692294e-04   4.45346144e-05   1.99566097e-02   1.99566097e-03   9.97852235e-05   6.09321621e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   761500  3.75365164e+01  4.12583095e-05   8.90399243e-03   8.90399242e-04   4.45199615e-05   1.99939050e-02   1.99939049e-03   9.99716981e-05  -2.90566182e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   761600  3.75406479e+01  4.13713910e-05   8.90123329e-03   8.90123328e-04   4.45061657e-05   2.00277771e-02   2.00277771e-03   1.00141056e-04  -4.71302684e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   761700  3.75447911e+01  4.14918855e-05   8.89864447e-03   8.89864446e-04   4.44932217e-05   2.00582193e-02   2.00582192e-03   1.00293268e-04  -1.45933612e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   761800  3.75489467e+01  4.16198230e-05   8.89622459e-03   8.89622458e-04   4.44811224e-05   2.00852238e-02   2.00852237e-03   1.00428292e-04  -1.73797608e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   761900  3.75531154e+01  4.17552351e-05   8.89397198e-03   8.89397197e-04   4.44698594e-05   2.01087822e-02   2.01087821e-03   1.00546085e-04  -1.34332649e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762000  3.75572981e+01  4.18981554e-05   8.89188465e-03   8.89188464e-04   4.44594228e-05   2.01288853e-02   2.01288853e-03   1.00646601e-04  -4.72712147e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762100  3.75614954e+01  4.20486188e-05   8.88996030e-03   8.88996029e-04   4.44498017e-05   2.01455235e-02   2.01455234e-03   1.00729793e-04   1.19695920e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762200  3.75657082e+01  4.22066619e-05   8.88819634e-03   8.88819634e-04   4.44409820e-05   2.01586862e-02   2.01586862e-03   1.00795609e-04  -9.70360944e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762300  3.75699372e+01  4.23723229e-05   8.88658988e-03   8.88658987e-04   4.44329497e-05   2.01683626e-02   2.01683625e-03   1.00843992e-04  -2.41126563e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762400  3.75741831e+01  4.25456413e-05   8.88513770e-03   8.88513769e-04   4.44256886e-05   2.01745411e-02   2.01745410e-03   1.00874884e-04  -2.15756232e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762500  3.75784468e+01  4.27266582e-05   8.88383632e-03   8.88383631e-04   4.44191815e-05   2.01772098e-02   2.01772098e-03   1.00888227e-04   4.83337328e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762600  3.75827289e+01  4.29154159e-05   8.88268195e-03   8.88268194e-04   4.44134097e-05   2.01763563e-02   2.01763563e-03   1.00883960e-04  -1.26526394e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762700  3.75870303e+01  4.31119581e-05   8.88167052e-03   8.88167052e-04   4.44083522e-05   2.01719679e-02   2.01719679e-03   1.00862017e-04   2.24755110e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762800  3.75913517e+01  4.33163298e-05   8.88079768e-03   8.88079767e-04   4.44039880e-05   2.01640316e-02   2.01640315e-03   1.00822336e-04  -1.42030485e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   762900  3.75956940e+01  4.35285770e-05   8.88005881e-03   8.88005880e-04   4.44002937e-05   2.01525341e-02   2.01525340e-03   1.00764849e-04   1.81495444e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763000  3.76000579e+01  4.37487469e-05   8.87944901e-03   8.87944900e-04   4.43972447e-05   2.01374621e-02   2.01374620e-03   1.00689488e-04   2.34404510e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763100  3.76044443e+01  4.39768875e-05   8.87896315e-03   8.87896314e-04   4.43948157e-05   2.01188021e-02   2.01188020e-03   1.00596187e-04  -2.80808363e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763200  3.76088538e+01  4.42130480e-05   8.87859585e-03   8.87859584e-04   4.43929790e-05   2.00965406e-02   2.00965406e-03   1.00484879e-04   4.79217360e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763300  3.76132874e+01  4.44572782e-05   8.87834150e-03   8.87834149e-04   4.43917074e-05   2.00706644e-02   2.00706644e-03   1.00355500e-04  -1.72388145e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763400  3.76177458e+01  4.47096286e-05   8.87819426e-03   8.87819426e-04   4.43909714e-05   2.00411603e-02   2.00411603e-03   1.00207982e-04  -9.12898229e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763500  3.76222298e+01  4.49701505e-05   8.87814813e-03   8.87814812e-04   4.43907408e-05   2.00080155e-02   2.00080154e-03   1.00042258e-04   1.89193279e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763600  3.76267404e+01  4.52388953e-05   8.87819690e-03   8.87819689e-04   4.43909845e-05   1.99712173e-02   1.99712173e-03   9.98582658e-05  -2.92734587e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763700  3.76312782e+01  4.55159152e-05   8.87833421e-03   8.87833420e-04   4.43916706e-05   1.99307539e-02   1.99307539e-03   9.96559485e-05   7.34004871e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763800  3.76358441e+01  4.58012624e-05   8.87855355e-03   8.87855355e-04   4.43927678e-05   1.98866139e-02   1.98866139e-03   9.94352490e-05   1.93638508e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   763900  3.76404390e+01  4.60949892e-05   8.87884833e-03   8.87884832e-04   4.43942418e-05   1.98387866e-02   1.98387865e-03   9.91961121e-05   3.18755439e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764000  3.76450637e+01  4.63971479e-05   8.87921184e-03   8.87921184e-04   4.43960588e-05   1.99356704e-02   1.99356703e-03   9.96805287e-05  -2.92951427e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764100  3.76497190e+01  4.67077907e-05   8.87963734e-03   8.87963733e-04   4.43981861e-05   2.02595753e-02   2.02595752e-03   1.01300056e-04   1.73255507e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764200  3.76544058e+01  4.70269693e-05   8.88011804e-03   8.88011803e-04   4.44005896e-05   2.05866376e-02   2.05866375e-03   1.02935368e-04   2.63352708e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764300  3.76591250e+01  4.73547350e-05   8.88064719e-03   8.88064718e-04   4.44032356e-05   2.09167588e-02   2.09167586e-03   1.04585972e-04   2.32669786e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764400  3.76638774e+01  4.76911383e-05   8.88121805e-03   8.88121804e-04   4.44060898e-05   2.12498290e-02   2.12498289e-03   1.06251323e-04   3.94649591e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764500  3.76686639e+01  4.80362289e-05   8.88182400e-03   8.88182400e-04   4.44091201e-05   2.15857266e-02   2.15857264e-03   1.07930813e-04  -4.11996826e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764600  3.76734853e+01  4.83900555e-05   8.88245854e-03   8.88245853e-04   4.44122926e-05   2.19243173e-02   2.19243171e-03   1.09623770e-04   3.71013983e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764700  3.76783425e+01  4.87526655e-05   8.88311532e-03   8.88311531e-04   4.44155766e-05   2.22654536e-02   2.22654535e-03   1.11329452e-04  -3.11708125e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764800  3.76832365e+01  4.91241047e-05   8.88378824e-03   8.88378823e-04   4.44189414e-05   2.26089741e-02   2.26089739e-03   1.13047050e-04   6.93889390e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   764900  3.76881680e+01  4.95044175e-05   8.88447145e-03   8.88447144e-04   4.44223575e-05   2.29547025e-02   2.29547023e-03   1.14775694e-04  -2.53920149e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765000  3.76931381e+01  4.98936460e-05   8.88515943e-03   8.88515943e-04   4.44257975e-05   2.33024473e-02   2.33024471e-03   1.16514424e-04  -8.67361738e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765100  3.76981474e+01  5.02918306e-05   8.88584705e-03   8.88584704e-04   4.44292353e-05   2.36520005e-02   2.36520003e-03   1.18262186e-04   1.03216047e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765200  3.77031748e+01  5.02101890e-05   8.88652658e-03   8.88652657e-04   4.44326328e-05   2.40015851e-02   2.40015850e-03   1.20010110e-04  -4.97757217e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765300  3.77081894e+01  5.00847259e-05   8.88718993e-03   8.88718992e-04   4.44359488e-05   2.43488051e-02   2.43488050e-03   1.21746205e-04   4.01154804e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765400  3.77131918e+01  4.99663138e-05   8.88783404e-03   8.88783403e-04   4.44391694e-05   2.46934360e-02   2.46934358e-03   1.23469362e-04   2.12286785e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765500  3.77181828e+01  4.98549049e-05   8.88845662e-03   8.88845661e-04   4.44422823e-05   2.50352673e-02   2.50352672e-03   1.25178526e-04   2.76688394e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765600  3.77231629e+01  4.97504535e-05   8.88905613e-03   8.88905613e-04   4.44452800e-05   2.53740880e-02   2.53740878e-03   1.26872626e-04  -4.71627945e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765700  3.77281330e+01  4.96529153e-05   8.88963174e-03   8.88963173e-04   4.44481588e-05   2.57096856e-02   2.57096855e-03   1.28550617e-04  -2.10660482e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765800  3.77330936e+01  4.95622478e-05   8.89018330e-03   8.89018329e-04   4.44509167e-05   2.60418472e-02   2.60418471e-03   1.30211423e-04  -1.77809156e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   765900  3.77380456e+01  4.94784100e-05   8.89071134e-03   8.89071133e-04   4.44535570e-05   2.63703586e-02   2.63703584e-03   1.31853979e-04  -2.79182059e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766000  3.77429895e+01  4.94013628e-05   8.89121702e-03   8.89121701e-04   4.44560853e-05   2.66950046e-02   2.66950045e-03   1.33477213e-04   1.21864324e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766100  3.77479260e+01  4.93310687e-05   8.89170214e-03   8.89170213e-04   4.44585106e-05   2.70155694e-02   2.70155692e-03   1.35080036e-04   1.47126235e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766200  3.77528558e+01  4.92674915e-05   8.89216908e-03   8.89216907e-04   4.44608455e-05   2.73318357e-02   2.73318355e-03   1.36661366e-04  -1.75532332e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766300  3.77577797e+01  4.92105972e-05   8.89262078e-03   8.89262077e-04   4.44631042e-05   2.76435854e-02   2.76435852e-03   1.38220114e-04   6.21247845e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766400  3.77626981e+01  4.91603528e-05   8.89306072e-03   8.89306071e-04   4.44653033e-05   2.79505993e-02   2.79505991e-03   1.39755183e-04  -2.33970829e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766500  3.77676119e+01  4.91167274e-05   8.89349287e-03   8.89349287e-04   4.44674636e-05   2.82526571e-02   2.82526570e-03   1.41265470e-04   3.93565389e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766600  3.77725216e+01  4.90796914e-05   8.89392169e-03   8.89392168e-04   4.44696077e-05   2.85495374e-02   2.85495372e-03   1.42749874e-04  -8.56519716e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766700  3.77774280e+01  4.90492168e-05   8.89435205e-03   8.89435204e-04   4.44717598e-05   2.88410176e-02   2.88410174e-03   1.44207277e-04  -2.16623594e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766800  3.77823317e+01  4.90252774e-05   8.89478922e-03   8.89478922e-04   4.44739460e-05   2.91268739e-02   2.91268738e-03   1.45636559e-04  -5.14996032e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   766900  3.77872333e+01  4.90078482e-05   8.89523887e-03   8.89523886e-04   4.44761943e-05   2.94068815e-02   2.94068813e-03   1.47036598e-04   4.84421531e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767000  3.77921335e+01  4.89969060e-05   8.89570697e-03   8.89570696e-04   4.44785349e-05   2.96808141e-02   2.96808139e-03   1.48406261e-04   4.05491613e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767100  3.77970329e+01  4.89924289e-05   8.89619977e-03   8.89619976e-04   4.44809990e-05   2.99484443e-02   2.99484442e-03   1.49744411e-04   3.29814301e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767200  3.78019322e+01  4.89943968e-05   8.89672381e-03   8.89672380e-04   4.44836194e-05   3.02095437e-02   3.02095435e-03   1.51049909e-04  -1.07119175e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767300  3.78068320e+01  4.90027909e-05   8.89728580e-03   8.89728579e-04   4.44864287e-05   3.04638822e-02   3.04638821e-03   1.52321600e-04  -1.76833374e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767400  3.78117329e+01  4.90175938e-05   8.89789265e-03   8.89789265e-04   4.44894629e-05   3.07112288e-02   3.07112286e-03   1.53558338e-04  -9.86623977e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767500  3.78166357e+01  4.90387898e-05   8.89855141e-03   8.89855140e-04   4.44927571e-05   3.09513510e-02   3.09513509e-03   1.54758950e-04   2.47414936e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767600  3.78215409e+01  4.90663645e-05   8.89926920e-03   8.89926919e-04   4.44963456e-05   3.11840154e-02   3.11840152e-03   1.55922265e-04   3.59955121e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767700  3.78264492e+01  4.91003049e-05   8.90005320e-03   8.90005319e-04   4.45002654e-05   3.14089869e-02   3.14089867e-03   1.57047119e-04  -1.75423912e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767800  3.78313612e+01  4.91405995e-05   8.90091059e-03   8.90091058e-04   4.45045526e-05   3.16260296e-02   3.16260294e-03   1.58132333e-04  -7.41594286e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   767900  3.78362776e+01  4.91872384e-05   8.90184852e-03   8.90184851e-04   4.45092422e-05   3.18349062e-02   3.18349060e-03   1.59176718e-04   6.50521303e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768000  3.78411989e+01  4.92402127e-05   8.90287406e-03   8.90287405e-04   4.45143701e-05   3.20353783e-02   3.20353781e-03   1.60179086e-04  -8.80372164e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768100  3.78461259e+01  4.92995151e-05   8.90399415e-03   8.90399414e-04   4.45199707e-05   3.22272065e-02   3.22272063e-03   1.61138227e-04   5.26922256e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768200  3.78510591e+01  4.93651397e-05   8.90521558e-03   8.90521557e-04   4.45260777e-05   3.24101502e-02   3.24101501e-03   1.62052939e-04   1.30212681e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768300  3.78559992e+01  4.94370820e-05   8.90654490e-03   8.90654489e-04   4.45327247e-05   3.25839680e-02   3.25839679e-03   1.62922029e-04   1.33248447e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768400  3.78609468e+01  4.95153386e-05   8.90798843e-03   8.90798842e-04   4.45399426e-05   3.27484175e-02   3.27484174e-03   1.63744284e-04   5.46437895e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768500  3.78659026e+01  4.95999077e-05   8.90955217e-03   8.90955216e-04   4.45477610e-05   3.29032556e-02   3.29032554e-03   1.64518478e-04   1.39753660e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768600  3.78708671e+01  4.96907887e-05   8.91124179e-03   8.91124178e-04   4.45562090e-05   3.30482383e-02   3.30482382e-03   1.65243391e-04  -4.15899953e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768700  3.78758410e+01  4.97879822e-05   8.91306255e-03   8.91306254e-04   4.45653124e-05   3.31831213e-02   3.31831212e-03   1.65917799e-04   5.48606299e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768800  3.78808250e+01  4.98914902e-05   8.91501929e-03   8.91501928e-04   4.45750957e-05   3.33076596e-02   3.33076595e-03   1.66540483e-04   5.58797800e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   768900  3.78858197e+01  5.00013161e-05   8.91711639e-03   8.91711638e-04   4.45855815e-05   3.34216081e-02   3.34216080e-03   1.67110233e-04   5.91974386e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769000  3.78908256e+01  5.01174643e-05   8.91935768e-03   8.91935767e-04   4.45967879e-05   3.35247214e-02   3.35247213e-03   1.67625803e-04  -8.96635197e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769100  3.78958435e+01  5.02399407e-05   8.92174645e-03   8.92174644e-04   4.46087317e-05   3.36167543e-02   3.36167542e-03   1.68085969e-04  -2.19334099e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769200  3.79008739e+01  5.03687523e-05   8.92428539e-03   8.92428538e-04   4.46214265e-05   3.36974617e-02   3.36974615e-03   1.68489507e-04   3.07588156e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769300  3.79059176e+01  5.05039073e-05   8.92697654e-03   8.92697653e-04   4.46348824e-05   3.37665989e-02   3.37665988e-03   1.68835186e-04   1.34007389e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769400  3.79109751e+01  5.06454152e-05   8.92982127e-03   8.92982126e-04   4.46491064e-05   3.38239222e-02   3.38239220e-03   1.69121807e-04  -1.47885176e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769500  3.79160470e+01  5.07932867e-05   8.93282024e-03   8.93282023e-04   4.46641016e-05   3.38691884e-02   3.38691883e-03   1.69348140e-04   2.36356074e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769600  3.79211341e+01  5.09475337e-05   8.93597335e-03   8.93597334e-04   4.46798671e-05   3.39021560e-02   3.39021558e-03   1.69512982e-04   4.22838847e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769700  3.79262369e+01  5.11081693e-05   8.93927974e-03   8.93927973e-04   4.46963993e-05   3.39225845e-02   3.39225844e-03   1.69615128e-04  -1.79977561e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769800  3.79313561e+01  5.12752078e-05   8.94273772e-03   8.94273771e-04   4.47136888e-05   3.39302357e-02   3.39302355e-03   1.69653378e-04   4.03323208e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   769900  3.79364923e+01  5.14486645e-05   8.94634480e-03   8.94634479e-04   4.47317234e-05   3.39248732e-02   3.39248731e-03   1.69626557e-04  -7.15573434e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770000  3.79416462e+01  5.16285561e-05   8.95009759e-03   8.95009758e-04   4.47504873e-05   3.39062635e-02   3.39062634e-03   1.69533508e-04  -5.83300769e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770100  3.79468184e+01  5.18149003e-05   8.95399185e-03   8.95399184e-04   4.47699584e-05   3.38741758e-02   3.38741757e-03   1.69373078e-04  -1.45283091e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770200  3.79520096e+01  5.20077161e-05   8.95802244e-03   8.95802243e-04   4.47901119e-05   3.38283827e-02   3.38283826e-03   1.69144118e-04   7.56773116e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770300  3.79572204e+01  5.22070235e-05   8.96218330e-03   8.96218329e-04   4.48109163e-05   3.37686607e-02   3.37686606e-03   1.68845505e-04  -1.99926881e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770400  3.79624514e+01  5.24128437e-05   8.96646747e-03   8.96646746e-04   4.48323369e-05   3.36947906e-02   3.36947905e-03   1.68476148e-04   1.36175793e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770500  3.79677034e+01  5.26251990e-05   8.97086705e-03   8.97086704e-04   4.48543350e-05   3.36065579e-02   3.36065577e-03   1.68034983e-04   2.55871713e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770600  3.79729769e+01  5.28441128e-05   8.97537323e-03   8.97537322e-04   4.48768663e-05   3.35037534e-02   3.35037533e-03   1.67520971e-04  -3.10298662e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770700  3.79782726e+01  5.30696099e-05   8.97997629e-03   8.97997628e-04   4.48998819e-05   3.33861741e-02   3.33861740e-03   1.66933077e-04  -7.15573434e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770800  3.79835913e+01  5.33017159e-05   8.98466560e-03   8.98466559e-04   4.49233280e-05   3.32536233e-02   3.32536231e-03   1.66270316e-04   1.22731686e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   770900  3.79889334e+01  5.35404577e-05   8.98942963e-03   8.98942962e-04   4.49471479e-05   3.31059114e-02   3.31059112e-03   1.65531753e-04  -4.53196508e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771000  3.79942998e+01  5.37858633e-05   8.99425601e-03   8.99425600e-04   4.49712798e-05   3.29428567e-02   3.29428566e-03   1.64716484e-04  -1.23382207e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771100  3.79996911e+01  5.40379618e-05   8.99913150e-03   8.99913149e-04   4.49956572e-05   3.27642862e-02   3.27642860e-03   1.63823633e-04   8.02309608e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771200  3.80051079e+01  5.42967835e-05   9.00404210e-03   9.00404209e-04   4.50202099e-05   3.25700358e-02   3.25700356e-03   1.62852378e-04   3.22224886e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771300  3.80105509e+01  5.45623598e-05   9.00897302e-03   9.00897301e-04   4.50448648e-05   3.23599517e-02   3.23599515e-03   1.61801959e-04  -1.61546124e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771400  3.80160209e+01  5.48347233e-05   9.01390878e-03   9.01390877e-04   4.50695439e-05   3.21338909e-02   3.21338908e-03   1.60671658e-04   2.08383658e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771500  3.80215184e+01  5.51139078e-05   9.01883323e-03   9.01883322e-04   4.50941661e-05   3.18917222e-02   3.18917220e-03   1.59460811e-04   3.46944695e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771600  3.80270442e+01  5.53999481e-05   9.02372966e-03   9.02372964e-04   4.51186483e-05   3.16333267e-02   3.16333266e-03   1.58168831e-04   4.49727061e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771700  3.80325989e+01  5.56928803e-05   9.02858080e-03   9.02858079e-04   4.51429039e-05   3.13585994e-02   3.13585992e-03   1.56795200e-04  -2.95553512e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771800  3.80381833e+01  5.59927418e-05   9.03336900e-03   9.03336899e-04   4.51668454e-05   3.10674494e-02   3.10674492e-03   1.55339455e-04   2.77989437e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   771900  3.80437980e+01  5.62995711e-05   9.03807622e-03   9.03807621e-04   4.51903811e-05   3.07598015e-02   3.07598013e-03   1.53801215e-04   1.46800974e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   772000  3.80494437e+01  5.66134079e-05   9.04268418e-03   9.04268417e-04   4.52134204e-05   3.04355970e-02   3.04355968e-03   1.52180179e-04  -1.69135539e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   772100  3.80551212e+01  5.69342933e-05   9.04717448e-03   9.04717447e-04   4.52358719e-05   3.00947946e-02   3.00947945e-03   1.50476171e-04  -1.45283091e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   772200  3.80608311e+01  5.72372473e-05   9.05152860e-03   9.05152859e-04   4.52576428e-05   2.97373757e-02   2.97373756e-03   1.48689080e-04  -3.14418630e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   772300  3.80665365e+01  5.68764493e-05   9.05570135e-03   9.05570134e-04   4.52785061e-05   2.93658303e-02   2.93658301e-03   1.46831361e-04  -1.21430643e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   772400  3.80722063e+01  5.65250203e-05   9.05965688e-03   9.05965687e-04   4.52982840e-05   2.89826464e-02   2.89826462e-03   1.44915435e-04  -2.05998413e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   772500  3.80778415e+01  5.61828135e-05   9.06338565e-03   9.06338564e-04   4.53169281e-05   2.85883408e-02   2.85883407e-03   1.42943911e-04  -1.73472348e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   772600  3.80834429e+01  5.58496851e-05   9.06687943e-03   9.06687942e-04   4.53343975e-05   2.81834266e-02   2.81834265e-03   1.40919340e-04  -2.61075883e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
