#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_theta     linf_rho         linf_rho_v1      linf_rho_theta   dsdu_ut          energy_kinetic   entropy          entropy_phys     pressurecompute
    94500  4.51586409e+00  4.91278124e-05   6.26993839e-03   6.26993839e-04   1.04282584e-12   2.52659452e-02   2.52659452e-03   1.16229248e-12   4.51028104e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    94600  4.52076765e+00  4.89462838e-05   6.28043005e-03   6.28043005e-04   1.04450641e-12   2.50704380e-02   2.50704380e-03   1.16118226e-12   1.73472348e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    94700  4.52565337e+00  4.87710174e-05   6.29066741e-03   6.29066741e-04   1.04835653e-12   2.48625761e-02   2.48625761e-03   1.15440990e-12   7.97972799e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    94800  4.53052189e+00  4.86019761e-05   6.30065210e-03   6.30065210e-04   1.05213173e-12   2.46426159e-02   2.46426159e-03   1.15751853e-12  -4.42354486e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    94900  4.53537381e+00  4.84391243e-05   6.31038603e-03   6.31038603e-04   1.05612916e-12   2.44108144e-02   2.44108144e-03   1.16484600e-12   2.60208521e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95000  4.54020976e+00  4.82824282e-05   6.31987140e-03   6.31987140e-04   1.05784188e-12   2.41674289e-02   2.41674289e-03   1.17350574e-12  -7.97972799e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95100  4.54503035e+00  4.81318558e-05   6.32911069e-03   6.32911069e-04   1.05991171e-12   2.39127166e-02   2.39127166e-03   1.18205445e-12   6.24500451e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95200  4.54983618e+00  4.79873765e-05   6.33810660e-03   6.33810660e-04   1.06113229e-12   2.36469349e-02   2.36469349e-03   1.18094423e-12  -1.57859836e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95300  4.55462788e+00  4.78489616e-05   6.34686212e-03   6.34686212e-04   1.06493020e-12   2.33703408e-02   2.33703409e-03   1.16429089e-12  -1.03216047e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95400  4.55940604e+00  4.77165837e-05   6.35538045e-03   6.35538045e-04   1.06847505e-12   2.30831914e-02   2.30831914e-03   1.17128529e-12   1.02348685e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95500  4.56417127e+00  4.75902174e-05   6.36366504e-03   6.36366504e-04   1.07062949e-12   2.27857432e-02   2.27857433e-03   1.18938193e-12   2.86229374e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95600  4.56892416e+00  4.74698386e-05   6.37171955e-03   6.37171955e-04   1.07438070e-12   2.24782525e-02   2.24782526e-03   1.18050014e-12   5.55111512e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95700  4.57366532e+00  4.73554251e-05   6.37954786e-03   6.37954786e-04   1.07776496e-12   2.21609751e-02   2.21609752e-03   1.19204646e-12   1.23165367e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95800  4.57839533e+00  4.72469561e-05   6.38715407e-03   6.38715407e-04   1.08067301e-12   2.18341663e-02   2.18341664e-03   1.19693144e-12  -6.07153217e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    95900  4.58311480e+00  4.71444124e-05   6.39454247e-03   6.39454247e-04   1.08298594e-12   2.14980810e-02   2.14980810e-03   1.20803367e-12   3.90312782e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96000  4.58782431e+00  4.70477766e-05   6.40171757e-03   6.40171757e-04   1.08536836e-12   2.11529734e-02   2.11529734e-03   1.20803367e-12  -2.42861287e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96100  4.59252446e+00  4.69570325e-05   6.40868406e-03   6.40868406e-04   1.08880328e-12   2.07990973e-02   2.07990973e-03   1.20115029e-12   1.90819582e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96200  4.59721583e+00  4.68721658e-05   6.41544682e-03   6.41544682e-04   1.09052685e-12   2.04367058e-02   2.04367059e-03   1.25111033e-12   1.22298005e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96300  4.60189901e+00  4.67931637e-05   6.42201092e-03   6.42201093e-04   1.09305701e-12   2.00660518e-02   2.00660518e-03   1.27176047e-12   1.14491749e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96400  4.60657458e+00  4.67200150e-05   6.42838163e-03   6.42838163e-04   1.09634866e-12   1.96873874e-02   1.96873874e-03   1.24555921e-12   1.56992475e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96500  4.61124313e+00  4.66527098e-05   6.43456437e-03   6.43456437e-04   1.09836213e-12   1.93009642e-02   1.93009642e-03   1.21325172e-12   1.12757026e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96600  4.61590525e+00  4.65912401e-05   6.44056476e-03   6.44056476e-04   1.10101756e-12   1.89070335e-02   1.89070335e-03   1.26254562e-12   7.28583860e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96700  4.62056152e+00  4.65355993e-05   6.44638859e-03   6.44638859e-04   1.10370303e-12   1.85058462e-02   1.85058462e-03   1.27853284e-12   1.73472348e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96800  4.62521251e+00  4.64857823e-05   6.45204180e-03   6.45204180e-04   1.10663862e-12   1.80976528e-02   1.80976528e-03   1.26409994e-12   3.46944695e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    96900  4.62985882e+00  4.64417857e-05   6.45753053e-03   6.45753053e-04   1.11040634e-12   1.76827035e-02   1.76827036e-03   1.24356081e-12  -1.57859836e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97000  4.63450102e+00  4.64036075e-05   6.46286107e-03   6.46286107e-04   1.11296973e-12   1.73816695e-02   1.73816695e-03   1.25455202e-12  -9.54097912e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97100  4.63913970e+00  4.63712474e-05   6.46803987e-03   6.46803987e-04   1.11565692e-12   1.75272609e-02   1.75272609e-03   1.26532118e-12   3.81639165e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97200  4.64377544e+00  4.63447064e-05   6.47307356e-03   6.47307356e-04   1.11925431e-12   1.76657040e-02   1.76657040e-03   1.26887389e-12   4.16333634e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97300  4.64840881e+00  4.63239873e-05   6.47796891e-03   6.47796891e-04   1.12111224e-12   1.77970898e-02   1.77970898e-03   1.26321176e-12  -7.11236625e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97400  4.65304041e+00  4.63090944e-05   6.48273286e-03   6.48273286e-04   1.12282971e-12   1.79215095e-02   1.79215095e-03   1.26598731e-12   3.46944695e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97500  4.65767081e+00  4.63000334e-05   6.48737250e-03   6.48737250e-04   1.12510529e-12   1.80390543e-02   1.80390543e-03   1.25222055e-12  -1.75207071e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97600  4.66230061e+00  4.62968116e-05   6.49189507e-03   6.49189507e-04   1.12648778e-12   1.81498153e-02   1.81498153e-03   1.24222854e-12  -5.20417043e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97700  4.66693037e+00  4.62994379e-05   6.49630797e-03   6.49630797e-04   1.13067875e-12   1.82538836e-02   1.82538836e-03   1.23956401e-12  -6.50521303e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97800  4.67156070e+00  4.63079229e-05   6.50061875e-03   6.50061875e-04   1.13395723e-12   1.83513501e-02   1.83513501e-03   1.22724053e-12   2.60208521e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    97900  4.67619216e+00  4.63222783e-05   6.50483508e-03   6.50483508e-04   1.13835707e-12   1.84423054e-02   1.84423054e-03   1.26054722e-12  -6.85215773e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98000  4.68082536e+00  4.63425179e-05   6.50896480e-03   6.50896480e-04   1.14183020e-12   1.85268400e-02   1.85268400e-03   1.27042821e-12  -1.78676518e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98100  4.68546089e+00  4.63686565e-05   6.51301588e-03   6.51301588e-04   1.14399043e-12   1.86050440e-02   1.86050440e-03   1.25821575e-12   5.29090660e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98200  4.69009932e+00  4.64007110e-05   6.51699642e-03   6.51699642e-04   1.14656407e-12   1.86770071e-02   1.86770071e-03   1.26088029e-12  -1.64798730e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98300  4.69474126e+00  4.64386995e-05   6.52091467e-03   6.52091467e-04   1.14976314e-12   1.87428187e-02   1.87428187e-03   1.29396494e-12   8.06646416e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98400  4.69938730e+00  4.64826417e-05   6.52477897e-03   6.52477897e-04   1.15176126e-12   1.88025675e-02   1.88025675e-03   1.28552724e-12   1.21430643e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98500  4.70403804e+00  4.65325590e-05   6.52859783e-03   6.52859783e-04   1.15410242e-12   1.88563421e-02   1.88563421e-03   1.26920696e-12  -8.23993651e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98600  4.70869407e+00  4.65884743e-05   6.53237985e-03   6.53237985e-04   1.15725131e-12   1.89042303e-02   1.89042302e-03   1.28164146e-12   1.82145965e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98700  4.71335599e+00  4.66504121e-05   6.53613374e-03   6.53613374e-04   1.16025289e-12   1.89463192e-02   1.89463192e-03   1.28586031e-12  -3.12250226e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98800  4.71802441e+00  4.67183983e-05   6.53986832e-03   6.53986832e-04   1.16213596e-12   1.89826958e-02   1.89826958e-03   1.32160949e-12  -1.30971622e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    98900  4.72269994e+00  4.67924608e-05   6.54359253e-03   6.54359253e-04   1.16454381e-12   1.90134459e-02   1.90134459e-03   1.28763666e-12   5.46437895e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99000  4.72738319e+00  4.68726286e-05   6.54731536e-03   6.54731536e-04   1.16906460e-12   1.90386550e-02   1.90386550e-03   1.29596334e-12  -1.49186219e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99100  4.73207476e+00  4.69589327e-05   6.55104593e-03   6.55104593e-04   1.17263043e-12   1.90584079e-02   1.90584079e-03   1.29385391e-12  -8.67361738e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99200  4.73677527e+00  4.70514053e-05   6.55479341e-03   6.55479341e-04   1.17569635e-12   1.90727884e-02   1.90727884e-03   1.27908795e-12  -3.81639165e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99300  4.74148534e+00  4.71500807e-05   6.55856703e-03   6.55856703e-04   1.17958243e-12   1.90818799e-02   1.90818798e-03   1.32271971e-12   1.73472348e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99400  4.74620560e+00  4.72549944e-05   6.56237609e-03   6.56237609e-04   1.18168169e-12   1.90857646e-02   1.90857646e-03   1.36202161e-12  -5.20417043e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99500  4.75093666e+00  4.73661837e-05   6.56622994e-03   6.56622994e-04   1.18492272e-12   1.90845244e-02   1.90845244e-03   1.35269573e-12  -8.67361738e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99600  4.75567916e+00  4.74836874e-05   6.57013793e-03   6.57013793e-04   1.18783347e-12   1.90782399e-02   1.90782399e-03   1.33615341e-12   3.55618313e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99700  4.76043373e+00  4.76075461e-05   6.57410948e-03   6.57410948e-04   1.18983612e-12   1.90669910e-02   1.90669910e-03   1.31950006e-12  -3.46944695e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99800  4.76520101e+00  4.77378020e-05   6.57815396e-03   6.57815396e-04   1.19158217e-12   1.90508567e-02   1.90508567e-03   1.30939704e-12  -7.28583860e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
    99900  4.76998164e+00  4.78744987e-05   6.58228077e-03   6.58228077e-04   1.19474119e-12   1.90299150e-02   1.90299150e-03   1.30251365e-12   4.85722573e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100000  4.77477626e+00  4.80176818e-05   6.58649926e-03   6.58649926e-04   1.19737308e-12   1.90042429e-02   1.90042429e-03   1.32915901e-12  -7.80625564e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100100  4.77958554e+00  4.81673983e-05   6.59081875e-03   6.59081875e-04   1.20087462e-12   1.89739164e-02   1.89739164e-03   1.34503519e-12   8.67361738e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100200  4.78441011e+00  4.83236969e-05   6.59524849e-03   6.59524849e-04   1.20264796e-12   1.89390104e-02   1.89390103e-03   1.31317179e-12   1.86482774e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100300  4.78925066e+00  4.84866282e-05   6.59979765e-03   6.59979765e-04   1.20376231e-12   1.88995986e-02   1.88995986e-03   1.31139544e-12   8.15320034e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100400  4.79410783e+00  4.86562441e-05   6.60447530e-03   6.60447530e-04   1.20569863e-12   1.88557536e-02   1.88557536e-03   1.33104638e-12  -8.50014503e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100500  4.79898230e+00  4.88325983e-05   6.60929036e-03   6.60929036e-04   1.20888813e-12   1.88075469e-02   1.88075469e-03   1.31283873e-12  -8.15320034e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100600  4.80387475e+00  4.90157465e-05   6.61425162e-03   6.61425162e-04   1.21139276e-12   1.87550485e-02   1.87550485e-03   1.33382194e-12   3.46944695e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100700  4.80878587e+00  4.92057455e-05   6.61936770e-03   6.61936770e-04   1.21428791e-12   1.86983272e-02   1.86983272e-03   1.35158551e-12  -1.14491749e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100800  4.81371633e+00  4.94026543e-05   6.62464699e-03   6.62464699e-04   1.21772416e-12   1.86374502e-02   1.86374502e-03   1.35513822e-12   1.43114687e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   100900  4.81865575e+00  4.92945810e-05   6.63008529e-03   6.63008529e-04   1.22040942e-12   1.85726331e-02   1.85726331e-03   1.38844491e-12   1.71737624e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101000  4.82357332e+00  4.90605028e-05   6.63565326e-03   6.63565326e-04   1.22376403e-12   1.85044136e-02   1.85044136e-03   1.38611345e-12  -6.07153217e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101100  4.82846787e+00  4.88339171e-05   6.64135208e-03   6.64135208e-04   1.22526268e-12   1.84329734e-02   1.84329734e-03   1.37101441e-12  -2.04697370e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101200  4.83334013e+00  4.86147600e-05   6.64718445e-03   6.64718445e-04   1.22915008e-12   1.83584617e-02   1.83584617e-03   1.37989620e-12  -1.54390389e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101300  4.83819085e+00  4.84029683e-05   6.65315258e-03   6.65315258e-04   1.23202246e-12   1.82810204e-02   1.82810204e-03   1.38844491e-12  -4.77048956e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101400  4.84302076e+00  4.81984805e-05   6.65925813e-03   6.65925813e-04   1.23524399e-12   1.82007838e-02   1.82007838e-03   1.42563739e-12  -6.67868538e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101500  4.84783059e+00  4.80012359e-05   6.66550226e-03   6.66550226e-04   1.23622524e-12   1.81178792e-02   1.81178792e-03   1.40609746e-12  -1.47451495e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101600  4.85262105e+00  4.78111753e-05   6.67188564e-03   6.67188564e-04   1.23755629e-12   1.80324271e-02   1.80324271e-03   1.43030032e-12   1.12757026e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101700  4.85739287e+00  4.76282410e-05   6.67840843e-03   6.67840843e-04   1.24030100e-12   1.79445413e-02   1.79445413e-03   1.42907908e-12   1.06685494e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101800  4.86214676e+00  4.74523764e-05   6.68507036e-03   6.68507036e-04   1.24254275e-12   1.78543291e-02   1.78543291e-03   1.42308387e-12  -6.85215773e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   101900  4.86688341e+00  4.72835263e-05   6.69187068e-03   6.69187068e-04   1.24479457e-12   1.77618917e-02   1.77618916e-03   1.41897605e-12  -1.47451495e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   102000  4.87160353e+00  4.71216369e-05   6.69880818e-03   6.69880818e-04   1.24832828e-12   1.76673240e-02   1.76673240e-03   1.41375800e-12   6.85215773e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   102100  4.87630781e+00  4.69666561e-05   6.70588124e-03   6.70588124e-04   1.24999869e-12   1.75707154e-02   1.75707154e-03   1.41031631e-12  -3.81639165e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   102200  4.88099694e+00  4.68185329e-05   6.71308780e-03   6.71308780e-04   1.25271506e-12   1.74721496e-02   1.74721495e-03   1.41686662e-12   6.85215773e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   102300  4.88567160e+00  4.66772180e-05   6.72042542e-03   6.72042542e-04   1.25725567e-12   1.73717045e-02   1.73717045e-03   1.41986423e-12   3.72965547e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   102400  4.89033247e+00  4.65426635e-05   6.72789122e-03   6.72789122e-04   1.26022392e-12   1.72694533e-02   1.72694532e-03   1.41231471e-12   1.07552856e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   102500  4.89498022e+00  4.64148231e-05   6.73548197e-03   6.73548197e-04   1.26368962e-12   1.71654635e-02   1.71654635e-03   1.41997525e-12  -5.20417043e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   102600  4.89961553e+00  4.62936520e-05   6.74319405e-03   6.74319405e-04   1.26596144e-12   1.70597981e-02   1.70597981e-03   1.40465417e-12  -9.45424294e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   102700  4.90423906e+00  4.61791069e-05   6.75102348e-03   6.75102348e-04   1.26859975e-12   1.69525152e-02   1.69525152e-03   1.38589140e-12   7.45931095e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   102800  4.90885146e+00  4.60711463e-05   6.75896594e-03   6.75896594e-04   1.27327182e-12   1.68436683e-02   1.68436682e-03   1.38589140e-12   7.80625564e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
