#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_theta     linf_rho         linf_rho_v1      linf_rho_theta   dsdu_ut          energy_kinetic   entropy          entropy_phys     pressurecompute
   720500  3.55516716e+01  5.41298546e-05   9.79269376e-03   9.79269375e-04   2.68926644e-11   2.93075595e-02   2.93075594e-03   2.71582756e-11  -5.03069808e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   720600  3.55570974e+01  5.43840324e-05   9.79610922e-03   9.79610922e-04   2.68959965e-11   2.92158414e-02   2.92158414e-03   2.71598299e-11   7.50267903e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   720700  3.55625490e+01  5.46463962e-05   9.79963197e-03   9.79963196e-04   2.69010979e-11   2.91167880e-02   2.91167879e-03   2.71914713e-11  -4.07660017e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   720800  3.55680272e+01  5.49170637e-05   9.80327026e-03   9.80327025e-04   2.69058374e-11   2.90104892e-02   2.90104891e-03   2.71981326e-11  -4.77048956e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   720900  3.55735329e+01  5.51961550e-05   9.80703245e-03   9.80703244e-04   2.69102621e-11   2.88970415e-02   2.88970414e-03   2.72045719e-11  -1.34441069e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721000  3.55790670e+01  5.54837926e-05   9.81092695e-03   9.81092694e-04   2.69144537e-11   2.87765483e-02   2.87765482e-03   2.72221135e-11  -2.60208521e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721100  3.55846303e+01  5.57801013e-05   9.81496217e-03   9.81496216e-04   2.69185264e-11   2.86491201e-02   2.86491200e-03   2.71981326e-11   6.50521303e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721200  3.55902236e+01  5.60852085e-05   9.81914654e-03   9.81914653e-04   2.69233544e-11   2.85148748e-02   2.85148747e-03   2.72314393e-11  -9.71445147e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721300  3.55958479e+01  5.63992439e-05   9.82348844e-03   9.82348843e-04   2.69287412e-11   2.83739376e-02   2.83739376e-03   2.72269984e-11   1.28369537e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721400  3.56015041e+01  5.67223393e-05   9.82799616e-03   9.82799615e-04   2.69332985e-11   2.82264418e-02   2.82264417e-03   2.72216694e-11  -9.28077060e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721500  3.56071930e+01  5.70546291e-05   9.83267789e-03   9.83267789e-04   2.69383941e-11   2.80725284e-02   2.80725283e-03   2.72271095e-11   1.99493200e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721600  3.56128886e+01  5.67853123e-05   9.83751833e-03   9.83751832e-04   2.69429547e-11   2.79131155e-02   2.79131154e-03   2.72500911e-11   6.07153217e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721700  3.56185495e+01  5.64358933e-05   9.84248521e-03   9.84248521e-04   2.69474295e-11   2.77496736e-02   2.77496735e-03   2.72477596e-11   4.33680869e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721800  3.56241757e+01  5.60933360e-05   9.84757940e-03   9.84757939e-04   2.69515912e-11   2.75825583e-02   2.75825582e-03   2.72454281e-11  -9.28077060e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   721900  3.56297680e+01  5.57575778e-05   9.85280159e-03   9.85280159e-04   2.69550433e-11   2.74121008e-02   2.74121007e-03   2.72550871e-11   3.29597460e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722000  3.56353271e+01  5.54285584e-05   9.85815198e-03   9.85815198e-04   2.69601995e-11   2.72386224e-02   2.72386223e-03   2.72456502e-11  -7.11236625e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722100  3.56408536e+01  5.51062203e-05   9.86363021e-03   9.86363020e-04   2.69647601e-11   2.70624338e-02   2.70624337e-03   2.72434297e-11   3.38271078e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722200  3.56463482e+01  5.47905080e-05   9.86923540e-03   9.86923539e-04   2.69680091e-11   2.68838357e-02   2.68838356e-03   2.72647460e-11   9.41087486e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722300  3.56518116e+01  5.44813686e-05   9.87496618e-03   9.87496617e-04   2.69722569e-11   2.67031184e-02   2.67031183e-03   2.72331047e-11   5.63785130e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722400  3.56572444e+01  5.41787511e-05   9.88082069e-03   9.88082068e-04   2.69767924e-11   2.65205623e-02   2.65205622e-03   2.72504241e-11   6.28837260e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722500  3.56626473e+01  5.38826068e-05   9.88679663e-03   9.88679662e-04   2.69793650e-11   2.63364376e-02   2.63364375e-03   2.72730727e-11  -1.58727198e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722600  3.56680209e+01  5.35928891e-05   9.89289122e-03   9.89289121e-04   2.69843376e-11   2.61510047e-02   2.61510046e-03   2.72790679e-11  -3.72965547e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722700  3.56733658e+01  5.33095534e-05   9.89910128e-03   9.89910127e-04   2.69888126e-11   2.59645142e-02   2.59645142e-03   2.72780687e-11   1.08420217e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722800  3.56786827e+01  5.30325569e-05   9.90542323e-03   9.90542322e-04   2.69931901e-11   2.57772070e-02   2.57772070e-03   2.72754042e-11   7.67615138e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   722900  3.56839722e+01  5.27618588e-05   9.91185309e-03   9.91185308e-04   2.69971125e-11   2.56151788e-02   2.56151787e-03   2.73004952e-11  -2.08166817e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723000  3.56892350e+01  5.24974204e-05   9.91838654e-03   9.91838653e-04   2.70019386e-11   2.59158710e-02   2.59158708e-03   2.72494249e-11  -1.03216047e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723100  3.56944717e+01  5.22392044e-05   9.92501892e-03   9.92501891e-04   2.70057930e-11   2.62131461e-02   2.62131460e-03   2.72695200e-11  -1.66533454e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723200  3.56996828e+01  5.19871755e-05   9.93174526e-03   9.93174525e-04   2.70104770e-11   2.65068587e-02   2.65068585e-03   2.72460943e-11  -1.27502175e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723300  3.57048691e+01  5.17413000e-05   9.93856031e-03   9.93856030e-04   2.70156121e-11   2.67968649e-02   2.67968647e-03   2.72591949e-11   7.11236625e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723400  3.57100310e+01  5.15015462e-05   9.94545853e-03   9.94545852e-04   2.70191807e-11   2.70830228e-02   2.70830226e-03   2.72091238e-11   1.14925430e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723500  3.57151693e+01  5.12678835e-05   9.95243418e-03   9.95243417e-04   2.70236219e-11   2.73651922e-02   2.73651921e-03   2.72143419e-11   2.05131051e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723600  3.57202846e+01  5.10402834e-05   9.95948126e-03   9.95948126e-04   2.70280295e-11   2.76432349e-02   2.76432348e-03   2.72230016e-11  -8.41340886e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723700  3.57253774e+01  5.08187186e-05   9.96659362e-03   9.96659361e-04   2.70329252e-11   2.79170144e-02   2.79170142e-03   2.72033507e-11   5.07406617e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723800  3.57304483e+01  5.06031637e-05   9.97376489e-03   9.97376488e-04   2.70370217e-11   2.81863960e-02   2.81863958e-03   2.71941358e-11  -5.37764278e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   723900  3.57354980e+01  5.03935945e-05   9.98098858e-03   9.98098857e-04   2.70405387e-11   2.84512468e-02   2.84512467e-03   2.72066814e-11   3.90312782e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724000  3.57405270e+01  5.01899884e-05   9.98825808e-03   9.98825807e-04   2.70449938e-11   2.87114359e-02   2.87114358e-03   2.71990208e-11  -6.85215773e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724100  3.57455360e+01  4.99923243e-05   9.99556666e-03   9.99556665e-04   2.70491063e-11   2.89668340e-02   2.89668338e-03   2.72286638e-11  -1.04950770e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724200  3.57505255e+01  4.98005824e-05   1.00029075e-02   1.00029075e-03   2.70532981e-11   2.92173134e-02   2.92173133e-03   2.72447620e-11   9.10729825e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724300  3.57554961e+01  4.96147445e-05   1.00102737e-02   1.00102737e-03   2.70580727e-11   2.94627484e-02   2.94627483e-03   2.72728506e-11   5.20417043e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724400  3.57604485e+01  4.94347937e-05   1.00176584e-02   1.00176584e-03   2.70635313e-11   2.97030149e-02   2.97030147e-03   2.72927236e-11  -1.14058069e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724500  3.57653831e+01  4.92607143e-05   1.00250546e-02   1.00250546e-03   2.70672267e-11   2.99379903e-02   2.99379901e-03   2.73260303e-11   4.33680869e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724600  3.57703006e+01  4.90924924e-05   1.00324554e-02   1.00324554e-03   2.70724059e-11   3.01675537e-02   3.01675535e-03   2.73373546e-11   4.59701721e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724700  3.57752016e+01  4.89301149e-05   1.00398538e-02   1.00398538e-03   2.70758592e-11   3.03915857e-02   3.03915856e-03   2.72976086e-11  -1.86916455e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724800  3.57800867e+01  4.87735704e-05   1.00472428e-02   1.00472428e-03   2.70789549e-11   3.06099686e-02   3.06099684e-03   2.72890599e-11   1.18828558e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   724900  3.57849564e+01  4.86228488e-05   1.00546157e-02   1.00546157e-03   2.70822275e-11   3.08225858e-02   3.08225857e-03   2.73304712e-11   2.68882139e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725000  3.57898113e+01  4.84779410e-05   1.00619656e-02   1.00619656e-03   2.70870742e-11   3.10293225e-02   3.10293223e-03   2.73089329e-11   9.62771529e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725100  3.57946520e+01  4.83388395e-05   1.00692857e-02   1.00692857e-03   2.70924990e-11   3.12300649e-02   3.12300647e-03   2.73580048e-11   1.73472348e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725200  3.57994791e+01  4.82055380e-05   1.00765694e-02   1.00765694e-03   2.70978978e-11   3.14247007e-02   3.14247005e-03   2.73530087e-11  -8.23993651e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725300  3.58042932e+01  4.80780315e-05   1.00838100e-02   1.00838100e-03   2.71012002e-11   3.16131187e-02   3.16131186e-03   2.73713274e-11   4.72712147e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725400  3.58090948e+01  4.79563161e-05   1.00910013e-02   1.00910013e-03   2.71024437e-11   3.17952090e-02   3.17952089e-03   2.73862044e-11  -1.67400815e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725500  3.58138845e+01  4.78403894e-05   1.00981367e-02   1.00981367e-03   2.71057623e-11   3.19708627e-02   3.19708626e-03   2.73737699e-11  -1.32706346e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725600  3.58186629e+01  4.77302501e-05   1.01052101e-02   1.01052101e-03   2.71084561e-11   3.21399721e-02   3.21399720e-03   2.73843170e-11   9.71445147e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725700  3.58234307e+01  4.76258983e-05   1.01122155e-02   1.01122155e-03   2.71122203e-11   3.23024303e-02   3.23024302e-03   2.74180678e-11  -1.03216047e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725800  3.58281882e+01  4.75273351e-05   1.01191469e-02   1.01191469e-03   2.71154916e-11   3.24581315e-02   3.24581313e-03   2.74018586e-11   1.33573708e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   725900  3.58329362e+01  4.74345633e-05   1.01259985e-02   1.01259985e-03   2.71198706e-11   3.26069706e-02   3.26069705e-03   2.74192891e-11   1.99493200e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726000  3.58376752e+01  4.73475865e-05   1.01327648e-02   1.01327648e-03   2.71244213e-11   3.27488435e-02   3.27488434e-03   2.74276157e-11  -1.50053581e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726100  3.58424058e+01  4.72664097e-05   1.01394404e-02   1.01394404e-03   2.71282802e-11   3.28836467e-02   3.28836466e-03   2.74344991e-11   1.11889664e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726200  3.58471286e+01  4.71910394e-05   1.01460200e-02   1.01460200e-03   2.71327357e-11   3.30112775e-02   3.30112774e-03   2.74316125e-11   1.43114687e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726300  3.58518442e+01  4.71214830e-05   1.01524986e-02   1.01524986e-03   2.71363174e-11   3.31316338e-02   3.31316336e-03   2.74112955e-11  -4.33680869e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726400  3.58565531e+01  4.70577494e-05   1.01588713e-02   1.01588713e-03   2.71393525e-11   3.32446140e-02   3.32446139e-03   2.74152923e-11   3.64291930e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726500  3.58612559e+01  4.69998487e-05   1.01651335e-02   1.01651335e-03   2.71432515e-11   3.33501172e-02   3.33501170e-03   2.74272827e-11  -8.67361738e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726600  3.58659532e+01  4.69477921e-05   1.01712807e-02   1.01712806e-03   2.71472157e-11   3.34480427e-02   3.34480426e-03   2.74344991e-11  -3.98986399e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726700  3.58706456e+01  4.69015925e-05   1.01773086e-02   1.01773085e-03   2.71511870e-11   3.35382906e-02   3.35382904e-03   2.74275047e-11  -1.61329283e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726800  3.58753336e+01  4.68612636e-05   1.01832132e-02   1.01832131e-03   2.71559960e-11   3.36207610e-02   3.36207609e-03   2.74434919e-11   6.33174069e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   726900  3.58800180e+01  4.68268208e-05   1.01889906e-02   1.01889906e-03   2.71588915e-11   3.36953546e-02   3.36953545e-03   2.74236189e-11  -5.46437895e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727000  3.58846992e+01  4.67982804e-05   1.01946373e-02   1.01946373e-03   2.71621656e-11   3.37619723e-02   3.37619722e-03   2.74359424e-11  -2.86229374e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727100  3.58893778e+01  4.67756603e-05   1.02001497e-02   1.02001497e-03   2.71652364e-11   3.38205153e-02   3.38205151e-03   2.74307244e-11  -2.14238349e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727200  3.58940545e+01  4.67589797e-05   1.02055248e-02   1.02055248e-03   2.71711553e-11   3.38708848e-02   3.38708846e-03   2.74505974e-11   2.05131051e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727300  3.58987298e+01  4.67482588e-05   1.02107596e-02   1.02107595e-03   2.71747194e-11   3.39129824e-02   3.39129823e-03   2.74774647e-11   5.59448321e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727400  3.59034043e+01  4.67435196e-05   1.02158511e-02   1.02158511e-03   2.71782216e-11   3.39467099e-02   3.39467098e-03   2.74757994e-11   7.37257477e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727500  3.59080787e+01  4.67447850e-05   1.02207970e-02   1.02207970e-03   2.71828404e-11   3.39719691e-02   3.39719690e-03   2.74752443e-11  -9.15066634e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727600  3.59127535e+01  4.67520795e-05   1.02255949e-02   1.02255949e-03   2.71871561e-11   3.39886620e-02   3.39886618e-03   2.74619216e-11   4.07660017e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727700  3.59174293e+01  4.67654289e-05   1.02302427e-02   1.02302427e-03   2.71904622e-11   3.39966906e-02   3.39966905e-03   2.74452683e-11  -3.38271078e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727800  3.59221068e+01  4.67848602e-05   1.02347384e-02   1.02347384e-03   2.71949632e-11   3.39959572e-02   3.39959570e-03   2.74504863e-11   6.07153217e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   727900  3.59267865e+01  4.68104020e-05   1.02390805e-02   1.02390805e-03   2.71985909e-11   3.39863639e-02   3.39863638e-03   2.74321676e-11  -6.93889390e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728000  3.59314691e+01  4.68420842e-05   1.02432674e-02   1.02432674e-03   2.72025799e-11   3.39678132e-02   3.39678131e-03   2.74332779e-11   4.77048956e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728100  3.59361552e+01  4.68799380e-05   1.02472979e-02   1.02472978e-03   2.72061671e-11   3.39402076e-02   3.39402075e-03   2.74443801e-11  -2.55871713e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728200  3.59408453e+01  4.69239962e-05   1.02511709e-02   1.02511708e-03   2.72100037e-11   3.39034497e-02   3.39034496e-03   2.74308354e-11   2.68882139e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728300  3.59455402e+01  4.69742926e-05   1.02548856e-02   1.02548855e-03   2.72152162e-11   3.38574423e-02   3.38574421e-03   2.74175127e-11   1.69135539e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728400  3.59502405e+01  4.70308629e-05   1.02584413e-02   1.02584413e-03   2.72194320e-11   3.38020882e-02   3.38020881e-03   2.74043011e-11  -1.34441069e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728500  3.59549467e+01  4.70937440e-05   1.02618377e-02   1.02618377e-03   2.72237414e-11   3.37372908e-02   3.37372907e-03   2.73899792e-11   5.94142791e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728600  3.59596595e+01  4.71629742e-05   1.02650746e-02   1.02650746e-03   2.72288996e-11   3.36629535e-02   3.36629534e-03   2.73696621e-11   9.10729825e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728700  3.59643795e+01  4.72385932e-05   1.02681518e-02   1.02681518e-03   2.72334190e-11   3.35789801e-02   3.35789800e-03   2.73729928e-11   1.40512602e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728800  3.59691075e+01  4.73206424e-05   1.02710695e-02   1.02710695e-03   2.72372137e-11   3.34852748e-02   3.34852747e-03   2.73959744e-11  -9.10729825e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   728900  3.59738440e+01  4.74091643e-05   1.02738282e-02   1.02738282e-03   2.72421807e-11   3.33817423e-02   3.33817421e-03   2.74141820e-11   8.23993651e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729000  3.59785896e+01  4.75042033e-05   1.02764283e-02   1.02764282e-03   2.72462119e-11   3.32682877e-02   3.32682876e-03   2.74148482e-11  -2.08166817e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729100  3.59833451e+01  4.76058050e-05   1.02788705e-02   1.02788704e-03   2.72499224e-11   3.31448172e-02   3.31448170e-03   2.74246181e-11   3.90312782e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729200  3.59881111e+01  4.77140164e-05   1.02811557e-02   1.02811557e-03   2.72532619e-11   3.30112372e-02   3.30112370e-03   2.74382739e-11   1.64798730e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729300  3.59928883e+01  4.78288862e-05   1.02832850e-02   1.02832850e-03   2.72564908e-11   3.28674554e-02   3.28674552e-03   2.74744671e-11  -4.42354486e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729400  3.59976772e+01  4.79504646e-05   1.02852595e-02   1.02852595e-03   2.72600108e-11   3.27133803e-02   3.27133802e-03   2.74494871e-11   3.16587034e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729500  3.60024787e+01  4.80788032e-05   1.02870807e-02   1.02870807e-03   2.72633598e-11   3.25489218e-02   3.25489217e-03   2.74900103e-11   4.64038530e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729600  3.60072934e+01  4.82139550e-05   1.02887501e-02   1.02887501e-03   2.72676213e-11   3.23739910e-02   3.23739908e-03   2.74723577e-11  -2.73218947e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729700  3.60121219e+01  4.83559748e-05   1.02902693e-02   1.02902693e-03   2.72717685e-11   3.21885003e-02   3.21885002e-03   2.75064416e-11   4.42354486e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729800  3.60169649e+01  4.85049188e-05   1.02916401e-02   1.02916401e-03   2.72759188e-11   3.19923642e-02   3.19923641e-03   2.75204304e-11   1.47451495e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   729900  3.60218232e+01  4.86608445e-05   1.02928644e-02   1.02928644e-03   2.72796222e-11   3.17854988e-02   3.17854987e-03   2.75069967e-11  -1.43114687e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730000  3.60266975e+01  4.88238113e-05   1.02939443e-02   1.02939443e-03   2.72841931e-11   3.15678225e-02   3.15678224e-03   2.75381939e-11  -6.85215773e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730100  3.60315884e+01  4.89938798e-05   1.02948819e-02   1.02948819e-03   2.72887588e-11   3.13392560e-02   3.13392558e-03   2.75538481e-11  -8.58688121e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730200  3.60364967e+01  4.91711123e-05   1.02956794e-02   1.02956793e-03   2.72947249e-11   3.10997225e-02   3.10997223e-03   2.75279799e-11  -5.24753851e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730300  3.60414231e+01  4.93555726e-05   1.02963391e-02   1.02963391e-03   2.72992905e-11   3.08491482e-02   3.08491481e-03   2.75501844e-11   1.74339709e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730400  3.60463682e+01  4.95473259e-05   1.02968634e-02   1.02968634e-03   2.73019993e-11   3.05874626e-02   3.05874625e-03   2.75963696e-11   2.16840434e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730500  3.60513330e+01  4.97464390e-05   1.02972549e-02   1.02972549e-03   2.73065973e-11   3.03145986e-02   3.03145985e-03   2.75651724e-11  -1.12757026e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730600  3.60563180e+01  4.99529802e-05   1.02975159e-02   1.02975159e-03   2.73107400e-11   3.00304929e-02   3.00304927e-03   2.75561796e-11  -5.03069808e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730700  3.60613240e+01  5.01670192e-05   1.02976490e-02   1.02976490e-03   2.73144822e-11   2.97350864e-02   2.97350863e-03   2.75958145e-11   1.73472348e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730800  3.60663518e+01  5.03886273e-05   1.02976569e-02   1.02976569e-03   2.73186001e-11   2.94283247e-02   2.94283246e-03   2.75878209e-11   1.94289029e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   730900  3.60714022e+01  5.06178773e-05   1.02975420e-02   1.02975420e-03   2.73222497e-11   2.91101584e-02   2.91101582e-03   2.75922618e-11   3.33934269e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   731000  3.60764759e+01  5.08548432e-05   1.02973070e-02   1.02973070e-03   2.73262410e-11   2.87805433e-02   2.87805431e-03   2.75923728e-11  -6.93889390e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   731100  3.60815737e+01  5.10996007e-05   1.02969543e-02   1.02969543e-03   2.73297782e-11   2.84394413e-02   2.84394411e-03   2.76103584e-11  -1.60461922e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   731200  3.60866963e+01  5.13522268e-05   1.02964865e-02   1.02964865e-03   2.73341847e-11   2.80868205e-02   2.80868204e-03   2.76422218e-11   1.57859836e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   731300  3.60918402e+01  5.13929006e-05   1.02959067e-02   1.02959067e-03   2.73393803e-11   2.77229722e-02   2.77229721e-03   2.76545453e-11  -9.80118764e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   731400  3.60969646e+01  5.10992103e-05   1.02952233e-02   1.02952233e-03   2.73437441e-11   2.73509590e-02   2.73509588e-03   2.76960677e-11  -5.46437895e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   731500  3.61020601e+01  5.08132640e-05   1.02944431e-02   1.02944431e-03   2.73494750e-11   2.69717944e-02   2.69717942e-03   2.76678680e-11   1.15359111e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   731600  3.61071273e+01  5.05350776e-05   1.02935712e-02   1.02935712e-03   2.73535043e-11   2.65857729e-02   2.65857728e-03   2.76554335e-11  -1.03216047e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   731700  3.61121671e+01  5.02646664e-05   1.02926127e-02   1.02926127e-03   2.73582637e-11   2.61931845e-02   2.61931844e-03   2.76717538e-11  -1.25767452e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
